date,year,month,year_month,day_of_week,holiday,weekend_or_holiday,calls_presented,avg_queue_time,max_queue_time,calls_handled,avg_speed_of_answer,avg_handle_time,max_handle_time,calls_abandoned,target_seconds,answered_within_target,abandoned_within_target,pct_handled_within_target,pct_within_target_excl_abandoned,pct_within_target_abandoned_positive,pct_answered_within_target,percentage_of_calls_handled,percentage_of_calls_abandoned
2019-03-01,2019,Mar,2019-03-01,Fri,FALSE,FALSE,342,31,464,312,29,108,951,30,30,254,21,81.4,79.1,80.4,74.3,91.2,8.8
2019-03-02,2019,Mar,2019-03-01,Sat,FALSE,TRUE,122,45,1811,114,43,95,309,8,30,91,4,79.8,77.1,77.9,74.6,93.4,6.6
2019-03-03,2019,Mar,2019-03-01,Sun,FALSE,TRUE,86,19,245,80,20,116,363,6,30,70,6,87.5,87.5,88.4,81.4,93,7
2019-03-04,2019,Mar,2019-03-01,Mon,FALSE,FALSE,292,9,363,283,8,83,645,9,30,280,8,98.9,98.6,98.6,95.9,96.9,3.1
2019-03-05,2019,Mar,2019-03-01,Tue,FALSE,FALSE,298,21,871,275,15,105,953,23,30,253,16,92,89.7,90.3,84.9,92.3,7.7
2019-03-06,2019,Mar,2019-03-01,Wed,FALSE,FALSE,282,17,441,263,16,94,688,19,30,239,12,90.9,88.5,89,84.8,93.3,6.7
2019-03-07,2019,Mar,2019-03-01,Thu,FALSE,FALSE,275,10,225,258,10,108,688,17,30,247,13,95.7,94.3,94.6,89.8,93.8,6.2
2019-03-08,2019,Mar,2019-03-01,Fri,FALSE,FALSE,251,15,216,234,14,118,798,17,30,217,12,92.7,90.8,91.2,86.5,93.2,6.8
2019-03-09,2019,Mar,2019-03-01,Sat,FALSE,TRUE,116,36,786,107,29,144,1356,9,30,90,5,84.1,81.1,81.9,77.6,92.2,7.8
2019-03-10,2019,Mar,2019-03-01,Sun,FALSE,TRUE,78,14,199,78,14,129,612,0,30,72,0,92.3,92.3,92.3,92.3,100,0
2019-03-11,2019,Mar,2019-03-01,Mon,FALSE,FALSE,380,29,513,354,27,117,1177,26,30,318,17,89.8,87.6,88.2,83.7,93.2,6.8
2019-03-12,2019,Mar,2019-03-01,Tue,FALSE,FALSE,329,9,196,316,9,103,758,13,30,299,12,94.6,94.3,94.5,90.9,96.1,4
2019-03-13,2019,Mar,2019-03-01,Wed,FALSE,FALSE,306,14,239,290,14,102,643,16,30,260,10,89.7,87.8,88.2,85,94.8,5.2
2019-03-14,2019,Mar,2019-03-01,Thu,FALSE,FALSE,291,43,764,258,38,116,891,33,30,217,19,84.1,79.8,81.1,74.6,88.7,11.3
2019-03-15,2019,Mar,2019-03-01,Fri,FALSE,FALSE,325,21,350,304,20,125,908,21,30,272,13,89.5,87.2,87.7,83.7,93.5,6.5
2019-03-16,2019,Mar,2019-03-01,Sat,FALSE,TRUE,94,32,411,83,26,140,701,11,30,73,6,88,83,84,77.7,88.3,11.7
2019-03-17,2019,Mar,2019-03-01,Sun,FALSE,TRUE,68,22,485,64,15,157,946,4,30,57,2,89.1,86.4,86.8,83.8,94.1,5.9
2019-03-18,2019,Mar,2019-03-01,Mon,FALSE,FALSE,336,23,519,321,18,107,766,15,30,288,9,89.7,88.1,88.4,85.7,95.5,4.5
2019-03-19,2019,Mar,2019-03-01,Tue,FALSE,FALSE,310,11,181,286,10,122,810,24,30,270,20,94.4,93.1,93.6,87.1,92.3,7.7
2019-03-20,2019,Mar,2019-03-01,Wed,FALSE,FALSE,299,10,186,286,9,119,1846,13,30,271,11,94.8,94.1,94.3,90.6,95.7,4.4
2019-03-21,2019,Mar,2019-03-01,Thu,FALSE,FALSE,257,31,595,232,26,126,1119,25,30,204,13,87.9,83.6,84.4,79.4,90.3,9.7
2019-03-22,2019,Mar,2019-03-01,Fri,FALSE,FALSE,309,29,581,275,26,111,958,34,30,218,23,79.3,76.2,78,70.6,89,11
2019-03-23,2019,Mar,2019-03-01,Sat,FALSE,TRUE,92,12,254,87,12,104,1402,5,30,79,5,90.8,90.8,91.3,85.9,94.6,5.4
2019-03-24,2019,Mar,2019-03-01,Sun,FALSE,TRUE,54,8,25,51,7,88,360,3,30,51,3,100,100,100,94.4,94.4,5.6
2019-03-25,2019,Mar,2019-03-01,Mon,FALSE,FALSE,318,11,332,297,10,108,1324,21,30,285,17,96,94.7,95,89.6,93.4,6.6
2019-03-26,2019,Mar,2019-03-01,Tue,FALSE,FALSE,300,10,177,290,9,120,826,10,30,279,8,96.2,95.6,95.7,93,96.7,3.3
2019-03-27,2019,Mar,2019-03-01,Wed,FALSE,FALSE,294,16,503,284,14,101,768,10,30,262,7,92.3,91.3,91.5,89.1,96.6,3.4
2019-03-28,2019,Mar,2019-03-01,Thu,FALSE,FALSE,274,21,457,263,20,95,443,11,30,233,7,88.6,87.3,87.6,85,96,4
2019-03-29,2019,Mar,2019-03-01,Fri,FALSE,FALSE,291,12,530,273,12,109,609,18,30,259,15,94.9,93.8,94.2,89,93.8,6.2
2019-03-30,2019,Mar,2019-03-01,Sat,FALSE,TRUE,98,29,458,92,27,128,776,6,30,83,2,90.2,86.5,86.7,84.7,93.9,6.1
2019-03-31,2019,Mar,2019-03-01,Sun,FALSE,TRUE,88,40,570,83,37,108,543,5,30,65,2,78.3,75.6,76.1,73.9,94.3,5.7
2019-04-01,2019,Apr,2019-04-01,Mon,FALSE,FALSE,314,15,409,299,15,116,962,15,30,278,12,93,92.1,92.4,88.5,95.2,4.8
2019-04-02,2019,Apr,2019-04-01,Tue,FALSE,FALSE,256,8,375,247,8,108,868,9,30,244,9,98.8,98.8,98.8,95.3,96.5,3.5
2019-04-03,2019,Apr,2019-04-01,Wed,FALSE,FALSE,280,11,192,269,11,115,835,11,30,250,9,92.9,92.3,92.5,89.3,96.1,3.9
2019-04-04,2019,Apr,2019-04-01,Thu,FALSE,FALSE,314,17,290,298,17,118,760,16,30,266,13,89.3,88.4,88.9,84.7,94.9,5.1
2019-04-05,2019,Apr,2019-04-01,Fri,FALSE,FALSE,278,11,334,260,10,109,978,18,30,244,16,93.9,93.1,93.5,87.8,93.5,6.5
2019-04-06,2019,Apr,2019-04-01,Sat,FALSE,TRUE,98,37,368,86,31,146,991,12,30,71,5,82.6,76.3,77.6,72.5,87.8,12.2
2019-04-07,2019,Apr,2019-04-01,Sun,FALSE,TRUE,78,14,189,76,13,108,691,2,30,71,1,93.4,92.2,92.3,91,97.4,2.6
2019-04-08,2019,Apr,2019-04-01,Mon,FALSE,FALSE,385,10,207,367,10,120,1001,18,30,345,18,94,94,94.3,89.6,95.3,4.7
2019-04-09,2019,Apr,2019-04-01,Tue,FALSE,FALSE,306,12,263,289,11,125,647,17,30,279,14,96.5,95.6,95.8,91.2,94.4,5.6
2019-04-10,2019,Apr,2019-04-01,Wed,FALSE,FALSE,304,10,350,296,8,108,1112,8,30,287,5,97,96,96.1,94.4,97.4,2.6
2019-04-11,2019,Apr,2019-04-01,Thu,FALSE,FALSE,240,10,180,219,10,104,1528,21,30,207,20,94.5,94.1,94.6,86.3,91.3,8.8
2019-04-12,2019,Apr,2019-04-01,Fri,FALSE,FALSE,277,19,372,254,18,110,1145,23,30,229,18,90.2,88.4,89.2,82.7,91.7,8.3
2019-04-13,2019,Apr,2019-04-01,Sat,FALSE,TRUE,94,24,211,89,23,113,501,5,30,79,2,88.8,85.9,86.2,84,94.7,5.3
2019-04-14,2019,Apr,2019-04-01,Sun,FALSE,TRUE,44,26,202,43,23,134,582,1,30,38,0,88.4,86.4,86.4,86.4,97.7,2.3
2019-04-15,2019,Apr,2019-04-01,Mon,FALSE,FALSE,296,6,76,282,6,110,1370,14,30,277,14,98.2,98.2,98.3,93.6,95.3,4.7
2019-04-16,2019,Apr,2019-04-01,Tue,FALSE,FALSE,307,8,120,298,8,112,1002,9,30,288,8,96.6,96.3,96.4,93.8,97.1,2.9
2019-04-17,2019,Apr,2019-04-01,Wed,FALSE,FALSE,332,8,134,318,8,114,1641,14,30,305,11,95.9,95,95.2,91.9,95.8,4.2
2019-04-18,2019,Apr,2019-04-01,Thu,FALSE,FALSE,298,33,812,270,32,100,675,28,30,247,20,91.5,88.9,89.6,82.9,90.6,9.4
2019-04-19,2019,Apr,2019-04-01,Fri,TRUE,TRUE,101,36,323,88,28,118,1086,13,30,72,3,81.8,73.5,74.3,71.3,87.1,12.9
2019-04-20,2019,Apr,2019-04-01,Sat,FALSE,TRUE,73,25,575,67,12,112,347,6,30,61,3,91,87.1,87.7,83.6,91.8,8.2
2019-04-21,2019,Apr,2019-04-01,Sun,FALSE,TRUE,59,8,99,56,8,116,781,3,30,52,3,92.9,92.9,93.2,88.1,94.9,5.1
2019-04-22,2019,Apr,2019-04-01,Mon,FALSE,FALSE,271,50,476,232,45,108,794,39,30,156,16,67.2,61.2,63.5,57.6,85.6,14.4
2019-04-23,2019,Apr,2019-04-01,Tue,FALSE,FALSE,396,34,418,365,31,113,696,31,30,305,14,83.6,79.8,80.6,77,92.2,7.8
2019-04-24,2019,Apr,2019-04-01,Wed,FALSE,FALSE,363,19,420,342,18,112,1391,21,30,302,16,88.3,87,87.6,83.2,94.2,5.8
2019-04-25,2019,Apr,2019-04-01,Thu,FALSE,FALSE,967,135,1100,487,180,92,853,480,30,244,322,50.1,37.8,58.5,25.2,50.4,49.6
2019-04-26,2019,Apr,2019-04-01,Fri,FALSE,FALSE,320,32,512,290,24,128,789,30,30,248,13,85.5,80.8,81.6,77.5,90.6,9.4
2019-04-27,2019,Apr,2019-04-01,Sat,FALSE,TRUE,141,38,396,125,31,144,839,16,30,101,6,80.8,74.8,75.9,71.6,88.7,11.4
2019-04-28,2019,Apr,2019-04-01,Sun,FALSE,TRUE,90,21,349,85,22,138,842,5,30,74,5,87.1,87.1,87.8,82.2,94.4,5.6
2019-04-29,2019,Apr,2019-04-01,Mon,FALSE,FALSE,368,10,169,357,9,110,971,11,30,340,8,95.2,94.4,94.6,92.4,97,3
2019-04-30,2019,Apr,2019-04-01,Tue,FALSE,FALSE,338,26,359,308,22,110,832,30,30,270,21,87.7,85.2,86.1,79.9,91.1,8.9
2019-05-01,2019,May,2019-05-01,Wed,FALSE,FALSE,328,13,292,314,13,105,678,14,30,291,13,92.7,92.4,92.7,88.7,95.7,4.3
2019-05-02,2019,May,2019-05-01,Thu,FALSE,FALSE,355,29.5,751,323,26,113.5,804,32,30,260,16,81.4,77.6,78.6,74,90.9,9.1
2019-05-03,2019,May,2019-05-01,Fri,FALSE,FALSE,314,24,301,298,22,123,762,16,30,250,10,83.9,82.2,82.8,79.6,94.9,5.1
2019-05-04,2019,May,2019-05-01,Sat,FALSE,TRUE,107,20,236,103,19,145,946,4,30,86,3,83.5,82.7,83.2,80.4,96.3,3.7
2019-05-05,2019,May,2019-05-01,Sun,FALSE,TRUE,93,27,346,85,23,148,974,8,30,71,6,83.5,81.6,82.8,76.3,91.4,8.6
2019-05-06,2019,May,2019-05-01,Mon,FALSE,FALSE,373,41,612,334,37,135,1133,39,30,278,23,83.2,79.4,80.7,74.5,89.5,10.5
2019-05-07,2019,May,2019-05-01,Tue,FALSE,FALSE,370,19,390,345,19,111,524,25,30,315,20,91.3,90,90.5,85.1,93.2,6.8
2019-05-08,2019,May,2019-05-01,Wed,FALSE,FALSE,307,12,332,296,11,123,1252,11,30,279,8,94.3,93.3,93.5,90.9,96.4,3.6
2019-05-09,2019,May,2019-05-01,Thu,FALSE,FALSE,318,20,259,293,20,129,792,25,30,248,17,84.6,82.4,83.3,78,92.1,7.9
2019-05-10,2019,May,2019-05-01,Fri,FALSE,FALSE,347,73,904,299,66,131,844,48,30,214,18,71.6,65.1,66.9,61.7,86.2,13.8
2019-05-11,2019,May,2019-05-01,Sat,FALSE,TRUE,78,20,534,77,20,98,327,1,30,69,0,89.6,88.5,88.5,88.5,98.7,1.3
2019-05-12,2019,May,2019-05-01,Sun,FALSE,TRUE,63,16,296,60,16,116,777,3,30,55,2,91.7,90.2,90.5,87.3,95.2,4.8
2019-05-13,2019,May,2019-05-01,Mon,FALSE,FALSE,364,64,698,305,59,116,734,59,30,216,27,70.8,64.1,66.8,59.3,83.8,16.2
2019-05-14,2019,May,2019-05-01,Tue,FALSE,FALSE,322,20,406,304,17,123,1160,18,30,268,6,88.2,84.8,85.1,83.2,94.4,5.6
2019-05-15,2019,May,2019-05-01,Wed,FALSE,FALSE,332,10,217,319,9,127,831,13,30,309,12,96.9,96.6,96.7,93.1,96.1,3.9
2019-05-16,2019,May,2019-05-01,Thu,FALSE,FALSE,374,78,5908,330,40,122,2822,44,30,266,14,80.6,73.9,74.9,71.1,88.2,11.8
2019-05-17,2019,May,2019-05-01,Fri,FALSE,FALSE,316,39,419,281,36,124,557,35,30,215,16,76.5,71.7,73.1,68,88.9,11.1
2019-05-18,2019,May,2019-05-01,Sat,FALSE,TRUE,102,35,426,90,31,151,744,12,30,72,8,80,76.6,78.4,70.6,88.2,11.8
2019-05-19,2019,May,2019-05-01,Sun,FALSE,TRUE,104,29,481,94,21,108,773,10,30,83,5,88.3,83.8,84.6,79.8,90.4,9.6
2019-05-20,2019,May,2019-05-01,Mon,TRUE,TRUE,70,17,259,62,9,134,1054,8,30,58,4,93.6,87.9,88.6,82.9,88.6,11.4
2019-05-21,2019,May,2019-05-01,Tue,FALSE,FALSE,403,23,371,381,22,125,938,22,30,325,14,85.3,83.6,84.1,80.7,94.5,5.5
2019-05-22,2019,May,2019-05-01,Wed,FALSE,FALSE,331,20,558,309,19,129,840,22,30,282,19,91.3,90.4,90.9,85.2,93.4,6.7
2019-05-23,2019,May,2019-05-01,Thu,FALSE,FALSE,331,25,364,309,21,134,961,22,30,261,10,84.5,81.3,81.9,78.9,93.4,6.7
2019-05-24,2019,May,2019-05-01,Fri,FALSE,FALSE,369,40,593,340,34,120,986,29,30,261,10,76.8,72.7,73.4,70.7,92.1,7.9
2019-05-25,2019,May,2019-05-01,Sat,FALSE,TRUE,139,63,646,119,61,120,910,20,30,86,7,72.3,65.2,66.9,61.9,85.6,14.4
2019-05-26,2019,May,2019-05-01,Sun,FALSE,TRUE,93,24,342,88,23,114,592,5,30,76,3,86.4,84.4,85,81.7,94.6,5.4
2019-05-27,2019,May,2019-05-01,Mon,FALSE,FALSE,429,41,853,401,37,142,847,28,30,321,14,80.1,77.4,78.1,74.8,93.5,6.5
2019-05-28,2019,May,2019-05-01,Tue,FALSE,FALSE,306,7,91,290,8,141,677,16,30,284,16,97.9,97.9,98,92.8,94.8,5.2
2019-05-29,2019,May,2019-05-01,Wed,FALSE,FALSE,330,10,164,316,10,135,1300,14,30,303,13,95.9,95.6,95.8,91.8,95.8,4.2
2019-05-30,2019,May,2019-05-01,Thu,FALSE,FALSE,358,20,287,332,21,123,1757,26,30,289,23,87.1,86.3,87.2,80.7,92.7,7.3
2019-05-31,2019,May,2019-05-01,Fri,FALSE,FALSE,355,21,269,333,21,136,785,22,30,283,16,85,83.5,84.2,79.7,93.8,6.2
2019-06-01,2019,Jun,2019-06-01,Sat,FALSE,TRUE,95,28,304,90,29,109,378,5,30,76,4,84.4,83.5,84.2,80,94.7,5.3
2019-06-02,2019,Jun,2019-06-01,Sun,FALSE,TRUE,101,29,363,94,26,151,739,7,30,79,5,84,82.3,83.2,78.2,93.1,6.9
2019-06-03,2019,Jun,2019-06-01,Mon,FALSE,FALSE,439,18,256,416,17,126,787,23,30,362,17,87,85.8,86.3,82.5,94.8,5.2
2019-06-04,2019,Jun,2019-06-01,Tue,FALSE,FALSE,374,16,264,350,16,119,647,24,30,313,19,89.4,88.2,88.8,83.7,93.6,6.4
2019-06-05,2019,Jun,2019-06-01,Wed,FALSE,FALSE,342,18,278,321,17,108,593,21,30,281,15,87.5,85.9,86.6,82.2,93.9,6.1
2019-06-06,2019,Jun,2019-06-01,Thu,FALSE,FALSE,363,36,683,337,35,113,580,26,30,278,15,82.5,79.9,80.7,76.6,92.8,7.2
2019-06-07,2019,Jun,2019-06-01,Fri,FALSE,FALSE,392,38,498,349,35,110,836,43,30,275,25,78.8,74.9,76.5,70.2,89,11
2019-06-08,2019,Jun,2019-06-01,Sat,FALSE,TRUE,166,49,625,141,43,117,533,25,30,100,13,70.9,65.4,68.1,60.2,84.9,15.1
2019-06-09,2019,Jun,2019-06-01,Sun,FALSE,TRUE,120,9,130,114,9,109,421,6,30,109,6,95.6,95.6,95.8,90.8,95,5
2019-06-10,2019,Jun,2019-06-01,Mon,FALSE,FALSE,420,19,450,394,19,116,937,26,30,353,21,89.6,88.5,89.1,84.1,93.8,6.2
2019-06-11,2019,Jun,2019-06-01,Tue,FALSE,FALSE,360,12,269,351,12,122,1703,9,30,335,9,95.4,95.4,95.6,93.1,97.5,2.5
2019-06-12,2019,Jun,2019-06-01,Wed,FALSE,FALSE,353,23,367,337,20,119,740,16,30,295,7,87.5,85.3,85.6,83.6,95.5,4.5
2019-06-13,2019,Jun,2019-06-01,Thu,FALSE,FALSE,325,25,327,299,24,106,460,26,30,247,17,82.6,80.2,81.2,76,92,8
2019-06-14,2019,Jun,2019-06-01,Fri,FALSE,FALSE,325,38,530,301,37,121,699,24,30,249,16,82.7,80.6,81.5,76.6,92.6,7.4
2019-06-15,2019,Jun,2019-06-01,Sat,FALSE,TRUE,91,36,543,83,27,154,796,8,30,72,3,86.8,81.8,82.4,79.1,91.2,8.8
2019-06-16,2019,Jun,2019-06-01,Sun,FALSE,TRUE,83,37,379,72,22,138,558,11,30,63,3,87.5,78.8,79.5,75.9,86.8,13.3
2019-06-17,2019,Jun,2019-06-01,Mon,FALSE,FALSE,390,33,449,366,31,112,826,24,30,295,14,80.6,78.5,79.2,75.6,93.9,6.2
2019-06-18,2019,Jun,2019-06-01,Tue,FALSE,FALSE,375,23,336,355,22,111,873,20,30,304,14,85.6,84.2,84.8,81.1,94.7,5.3
2019-06-19,2019,Jun,2019-06-01,Wed,FALSE,FALSE,366,11,220,350,11,113,782,16,30,328,13,93.7,92.9,93.2,89.6,95.6,4.4
2019-06-20,2019,Jun,2019-06-01,Thu,FALSE,FALSE,338,30,574,321,29,108,708,17,30,263,7,81.9,79.5,79.9,77.8,95,5
2019-06-21,2019,Jun,2019-06-01,Fri,FALSE,FALSE,344,33,1190,326,32,123,861,18,30,278,10,85.3,83.2,83.7,80.8,94.8,5.2
2019-06-22,2019,Jun,2019-06-01,Sat,FALSE,TRUE,126,24,455,118,21,103,401,8,30,102,6,86.4,85,85.7,81,93.7,6.4
2019-06-23,2019,Jun,2019-06-01,Sun,FALSE,TRUE,135,16,229,128,16,108,714,7,30,115,5,89.8,88.5,88.9,85.2,94.8,5.2
2019-06-24,2019,Jun,2019-06-01,Mon,FALSE,FALSE,359,21,475,335,18,127,1207,24,30,297,13,88.7,85.8,86.4,82.7,93.3,6.7
2019-06-25,2019,Jun,2019-06-01,Tue,FALSE,FALSE,398,19,548,366,19,119,765,32,30,330,26,90.2,88.7,89.5,82.9,92,8
2019-06-26,2019,Jun,2019-06-01,Wed,FALSE,FALSE,361,31,372,330,30,130,1074,31,30,255,20,77.3,74.8,76.2,70.6,91.4,8.6
2019-06-27,2019,Jun,2019-06-01,Thu,FALSE,FALSE,377,39,602,324,35,133,1558,53,30,258,30,79.6,74.4,76.4,68.4,85.9,14.1
2019-06-28,2019,Jun,2019-06-01,Fri,FALSE,FALSE,330,30,621,293,28,131,1034,37,30,236,23,80.6,76.9,78.5,71.5,88.8,11.2
2019-06-29,2019,Jun,2019-06-01,Sat,FALSE,TRUE,130,25,291,120,24,98,703,10,30,100,6,83.3,80.7,81.5,76.9,92.3,7.7
2019-06-30,2019,Jun,2019-06-01,Sun,FALSE,TRUE,105,28,729,98,20,124,1527,7,30,86,5,87.8,86,86.7,81.9,93.3,6.7
2019-07-01,2019,Jul,2019-07-01,Mon,TRUE,TRUE,140,30,557,125,24,91,743,15,30,114,7,91.2,85.7,86.4,81.4,89.3,10.7
2019-07-02,2019,Jul,2019-07-01,Tue,FALSE,FALSE,375,37,386,348,36,126,1211,27,30,261,16,75,72.7,73.9,69.6,92.8,7.2
2019-07-03,2019,Jul,2019-07-01,Wed,FALSE,FALSE,433,38,415,383,38,115,570,50,30,281,28,73.4,69.4,71.4,64.9,88.5,11.6
2019-07-04,2019,Jul,2019-07-01,Thu,FALSE,FALSE,390,33,602,351,29,124,609,39,30,275,21,78.4,74.5,75.9,70.5,90,10
2019-07-05,2019,Jul,2019-07-01,Fri,FALSE,FALSE,308,43,587,268,37,102,657,40,30,205,20,76.5,71.2,73.1,66.6,87,13
2019-07-06,2019,Jul,2019-07-01,Sat,FALSE,TRUE,111,17,278,102,16,113,506,9,30,92,7,90.2,88.5,89.2,82.9,91.9,8.1
2019-07-07,2019,Jul,2019-07-01,Sun,FALSE,TRUE,90,24,307,78,12,145,1106,12,30,71,4,91,82.6,83.3,78.9,86.7,13.3
2019-07-08,2019,Jul,2019-07-01,Mon,FALSE,FALSE,409,37,366,365,36,136,677,44,30,268,27,73.4,70.2,72.1,65.5,89.2,10.8
2019-07-09,2019,Jul,2019-07-01,Tue,FALSE,FALSE,373,15,362,348,15,121,1324,25,30,316,22,90.8,90,90.6,84.7,93.3,6.7
2019-07-10,2019,Jul,2019-07-01,Wed,FALSE,FALSE,381,28,389,349,26,122,977,32,30,296,21,84.8,82.2,83.2,77.7,91.6,8.4
2019-07-11,2019,Jul,2019-07-01,Thu,FALSE,FALSE,334,14,390,319,13,113,742,15,30,294,11,92.2,91,91.3,88,95.5,4.5
2019-07-12,2019,Jul,2019-07-01,Fri,FALSE,FALSE,309,26,481,289,23,106,518,20,30,260,14,90,88.1,88.7,84.1,93.5,6.5
2019-07-13,2019,Jul,2019-07-01,Sat,FALSE,TRUE,76,10,129,66,8,119,505,10,30,64,8,97,94.1,94.7,84.2,86.8,13.2
2019-07-14,2019,Jul,2019-07-01,Sun,FALSE,TRUE,94,9,133,86,8,93,655,8,30,82,5,95.4,92.1,92.6,87.2,91.5,8.5
2019-07-15,2019,Jul,2019-07-01,Mon,FALSE,FALSE,352,15,555,336,13,114,791,16,30,317,11,94.4,93,93.2,90.1,95.5,4.6
2019-07-16,2019,Jul,2019-07-01,Tue,FALSE,FALSE,313,12,175,303,12,110,810,10,30,285,9,94.1,93.8,93.9,91.1,96.8,3.2
2019-07-17,2019,Jul,2019-07-01,Wed,FALSE,FALSE,383,29,556,357,29,117,1535,26,30,311,17,87.1,85,85.6,81.2,93.2,6.8
2019-07-18,2019,Jul,2019-07-01,Thu,FALSE,FALSE,338,26,440,313,22,116,766,25,30,264,14,84.4,81.5,82.3,78.1,92.6,7.4
2019-07-19,2019,Jul,2019-07-01,Fri,FALSE,FALSE,328,35,432,292,31,139,1325,36,30,233,16,79.8,74.7,75.9,71,89,11
2019-07-20,2019,Jul,2019-07-01,Sat,FALSE,TRUE,137,36,391,121,28,119,619,16,30,95,7,78.5,73.1,74.5,69.3,88.3,11.7
2019-07-21,2019,Jul,2019-07-01,Sun,FALSE,TRUE,126,51,502,108,36,162,639,18,30,87,6,80.6,72.5,73.8,69.1,85.7,14.3
2019-07-22,2019,Jul,2019-07-01,Mon,FALSE,FALSE,387,15,190,363,15,117,708,24,30,322,21,88.7,88,88.6,83.2,93.8,6.2
2019-07-23,2019,Jul,2019-07-01,Tue,FALSE,FALSE,336,10,173,323,10,116,1047,13,30,304,11,94.1,93.5,93.8,90.5,96.1,3.9
2019-07-24,2019,Jul,2019-07-01,Wed,FALSE,FALSE,332,19,783,317,18,115,550,15,30,297,9,93.7,92,92.2,89.5,95.5,4.5
2019-07-25,2019,Jul,2019-07-01,Thu,FALSE,FALSE,336,23,327,312,22,123,1486,24,30,268,17,85.9,84,84.8,79.8,92.9,7.1
2019-07-26,2019,Jul,2019-07-01,Fri,FALSE,FALSE,287,21,320,275,20,117,960,12,30,241,6,87.6,85.8,86.1,84,95.8,4.2
2019-07-27,2019,Jul,2019-07-01,Sat,FALSE,TRUE,120,45,649,108,35,111,581,12,30,87,6,80.6,76.3,77.5,72.5,90,10
2019-07-28,2019,Jul,2019-07-01,Sun,FALSE,TRUE,101,25,714,95,25,117,465,6,30,83,5,87.4,86.5,87.1,82.2,94.1,5.9
2019-07-29,2019,Jul,2019-07-01,Mon,FALSE,FALSE,334,12,252,316,12,115,566,18,30,294,15,93,92.2,92.5,88,94.6,5.4
2019-07-30,2019,Jul,2019-07-01,Tue,FALSE,FALSE,321,29,301,289,28,106,546,32,30,237,21,82,79,80.4,73.8,90,10
2019-07-31,2019,Jul,2019-07-01,Wed,FALSE,FALSE,345,36,477,334,33,117,1096,11,30,285,4,85.3,83.6,83.8,82.6,96.8,3.2
2019-08-01,2019,Aug,2019-08-01,Thu,FALSE,FALSE,325,43,516,284,36,115,598,41,30,233,17,82,75.7,76.9,71.7,87.4,12.6
2019-08-02,2019,Aug,2019-08-01,Fri,FALSE,FALSE,328,92,992,266,79,142,885,62,30,184,18,69.2,59.4,61.6,56.1,81.1,18.9
2019-08-03,2019,Aug,2019-08-01,Sat,FALSE,TRUE,92,49,958,79,30,135,546,13,30,64,4,81,72.7,73.9,69.6,85.9,14.1
2019-08-04,2019,Aug,2019-08-01,Sun,FALSE,TRUE,74,18,196,71,18,129,658,3,30,65,3,91.6,91.6,91.9,87.8,96,4.1
2019-08-05,2019,Aug,2019-08-01,Mon,TRUE,TRUE,103,11,327,98,11,101,578,5,30,92,4,93.9,92.9,93.2,89.3,95.2,4.9
2019-08-06,2019,Aug,2019-08-01,Tue,FALSE,FALSE,410,15,230,379,14,122,1335,31,30,341,23,90,88.1,88.8,83.2,92.4,7.6
2019-08-07,2019,Aug,2019-08-01,Wed,FALSE,FALSE,343,13,189,332,13,121,768,11,30,301,10,90.7,90.4,90.7,87.8,96.8,3.2
2019-08-08,2019,Aug,2019-08-01,Thu,FALSE,FALSE,340,27,550,319,24,112,581,21,30,273,7,85.6,82,82.4,80.3,93.8,6.2
2019-08-09,2019,Aug,2019-08-01,Fri,FALSE,FALSE,331,29,435,310,27,126,1724,21,30,251,15,81,79.4,80.4,75.8,93.7,6.3
2019-08-10,2019,Aug,2019-08-01,Sat,FALSE,TRUE,126,22,239,117,22,139,836,9,30,100,8,85.5,84.8,85.7,79.4,92.9,7.1
2019-08-11,2019,Aug,2019-08-01,Sun,FALSE,TRUE,101,22,747,97,19,112,389,4,30,89,2,91.8,89.9,90.1,88.1,96,4
2019-08-12,2019,Aug,2019-08-01,Mon,FALSE,FALSE,363,13,250,342,12,111,905,21,30,318,18,93,92.2,92.6,87.6,94.2,5.8
2019-08-13,2019,Aug,2019-08-01,Tue,FALSE,FALSE,346,8,181,342,8,104,612,4,30,335,4,98,98,98,96.8,98.8,1.2
2019-08-14,2019,Aug,2019-08-01,Wed,FALSE,FALSE,312,11,214,301,10,116,805,11,30,289,8,96,95.1,95.2,92.6,96.5,3.5
2019-08-15,2019,Aug,2019-08-01,Thu,FALSE,FALSE,310,23,229,285,22,121,675,25,30,238,18,83.5,81.5,82.6,76.8,91.9,8.1
2019-08-16,2019,Aug,2019-08-01,Fri,FALSE,FALSE,308,15,391,292,14,117,918,16,30,271,12,92.8,91.6,91.9,88,94.8,5.2
2019-08-17,2019,Aug,2019-08-01,Sat,FALSE,TRUE,110,13,161,106,12,95,460,4,30,97,2,91.5,89.8,90,88.2,96.4,3.6
2019-08-18,2019,Aug,2019-08-01,Sun,FALSE,TRUE,75,15,154,69,14,101,501,6,30,62,3,89.9,86.1,86.7,82.7,92,8
2019-08-19,2019,Aug,2019-08-01,Mon,FALSE,FALSE,349,23,543,321,23,127,1047,28,30,281,22,87.5,85.9,86.8,80.5,92,8
2019-08-20,2019,Aug,2019-08-01,Tue,FALSE,FALSE,355,44,395,309,44,123,766,46,30,221,31,71.5,68.2,71,62.3,87,13
