date,year,month,year_month,day_of_week,holiday,weekend_or_holiday,calls_presented,avg_queue_time,max_queue_time,calls_handled,avg_speed_of_answer,avg_handle_time,max_handle_time,calls_abandoned,target_seconds,answered_within_target,abandoned_within_target,pct_handled_within_target,pct_within_target_excl_abandoned,pct_within_target_abandoned_positive,pct_answered_within_target,percentage_of_calls_handled,percentage_of_calls_abandoned
2022-04-01,2022,Apr,2022-04-01,Fri,FALSE,FALSE,260,26,343,246,24,113,917,14,30,206,7,83.7,81.4,81.9,79.2,94.6,5.4
2022-04-02,2022,Apr,2022-04-01,Sat,FALSE,TRUE,105,35,387,99,33,148,735,6,30,82,4,82.8,81.2,81.9,78.1,94.3,5.7
2022-04-03,2022,Apr,2022-04-01,Sun,FALSE,TRUE,79,28,235,71,24,163,1874,8,30,61,4,85.9,81.3,82.3,77.2,89.9,10.1
2022-04-04,2022,Apr,2022-04-01,Mon,FALSE,FALSE,360,35,460,342,35,121,1156,18,30,267,12,78.1,76.7,77.5,74.2,95,5
2022-04-05,2022,Apr,2022-04-01,Tue,FALSE,FALSE,302,17,415,289,15,115,592,13,30,273,10,94.5,93.5,93.7,90.4,95.7,4.3
2022-04-06,2022,Apr,2022-04-01,Wed,FALSE,FALSE,299,22,551,291,22,112,879,7,30,253,4,86.9,85.8,86,84.6,97.3,2.3
2022-04-07,2022,Apr,2022-04-01,Thu,FALSE,FALSE,339,26,205,327,26,94,1198,12,30,254,8,77.7,76.7,77.3,74.9,96.5,3.5
2022-04-08,2022,Apr,2022-04-01,Fri,FALSE,FALSE,302,42,471,284,43,138,1306,18,30,219,13,77.1,75.8,76.8,72.5,94,6
2022-04-09,2022,Apr,2022-04-01,Sat,FALSE,TRUE,63,28,331,57,27,203,1604,6,30,50,4,87.7,84.8,85.7,79.4,90.5,9.5
2022-04-10,2022,Apr,2022-04-01,Sun,FALSE,TRUE,54,16,222,53,16,174,1251,1,30,49,1,92.5,92.5,92.6,90.7,98.2,1.9
2022-04-11,2022,Apr,2022-04-01,Mon,FALSE,FALSE,351,43,601,326,39,105,724,25,30,247,11,75.8,72.7,73.5,70.4,92.9,7.1
2022-04-12,2022,Apr,2022-04-01,Tue,FALSE,FALSE,294,80,657,268,79,114,773,26,30,181,7,67.5,63.1,64,61.6,91.2,8.8
2022-04-13,2022,Apr,2022-04-01,Wed,FALSE,FALSE,310,34,586,288,34,97,733,22,30,232,16,80.6,78.9,80,74.8,92.9,7.1
2022-04-14,2022,Apr,2022-04-01,Thu,FALSE,FALSE,318,27,473,299,21,125,963,19,30,255,9,85.3,82.5,83,80.2,94,6
2022-04-15,2022,Apr,2022-04-01,Fri,TRUE,TRUE,82,78,919,70,52,192,1804,12,30,59,3,84.3,74.7,75.6,72,85.4,14.6
2022-04-16,2022,Apr,2022-04-01,Sat,FALSE,TRUE,89,37,511,85,37,149,635,4,30,73,1,85.9,83,83.2,82,95.5,4.5
2022-04-17,2022,Apr,2022-04-01,Sun,FALSE,TRUE,59,14,103,56,14,95,270,3,30,50,3,89.3,89.3,89.8,84.8,94.9,5.1
2022-04-18,2022,Apr,2022-04-01,Mon,FALSE,FALSE,227,54,397,200,50,134,1368,27,30,151,13,75.5,70.6,72.3,66.5,88.1,11.9
2022-04-19,2022,Apr,2022-04-01,Tue,FALSE,FALSE,457,146,945,389,153,113,808,68,30,189,20,48.6,43.3,45.7,41.4,85.1,14.9
2022-04-20,2022,Apr,2022-04-01,Wed,FALSE,FALSE,380,38,344,350,37,117,1169,30,30,265,19,75.7,73.4,74.7,69.7,92.1,7.9
2022-04-21,2022,Apr,2022-04-01,Thu,FALSE,FALSE,330,52,735,308,51,140,1089,22,30,211,14,68.5,66.8,68.2,63.9,93.3,6.7
2022-04-22,2022,Apr,2022-04-01,Fri,FALSE,FALSE,346,114,1208,305,113,142,1012,41,30,184,14,60.3,55.4,57.2,53.2,88.2,11.9
2022-04-23,2022,Apr,2022-04-01,Sat,FALSE,TRUE,102,20,305,95,18,139,551,7,30,85,4,89.5,86.7,87.3,83.3,93.1,6.9
2022-04-24,2022,Apr,2022-04-01,Sun,FALSE,TRUE,85,30,991,82,14,122,978,3,30,74,0,90.2,87.1,87.1,87.1,96.5,3.5
2022-04-25,2022,Apr,2022-04-01,Mon,FALSE,FALSE,430,43,594,409,44,142,1576,21,30,284,16,69.4,68.6,69.8,66.1,95.1,4.9
2022-04-26,2022,Apr,2022-04-01,Tue,FALSE,FALSE,336,60,625,307,59,135,979,29,30,186,12,60.6,57.4,58.9,55.4,91.4,8.6
2022-04-27,2022,Apr,2022-04-01,Wed,FALSE,FALSE,275,33,397,258,30,138,1158,17,30,202,8,78.3,75.7,76.4,73.5,93.8,6.2
2022-04-28,2022,Apr,2022-04-01,Thu,FALSE,FALSE,331,65,854,298,61,125,972,33,30,190,15,63.8,60.1,61.9,57.4,90,10
2022-04-29,2022,Apr,2022-04-01,Fri,FALSE,FALSE,305,61,746,274,61,120,988,31,30,160,17,58.4,55.6,58,52.5,89.8,10.2
2022-04-30,2022,Apr,2022-04-01,Sat,FALSE,TRUE,95,39,295,81,33,188,2827,14,30,63,5,77.8,70,71.6,66.3,85.3,14.7
2022-05-01,2022,May,2022-05-01,Sun,FALSE,TRUE,67,22,382,64,23,136,569,3,30,56,3,87.5,87.5,88.1,83.6,95.5,4.5
2022-05-02,2022,May,2022-05-01,Mon,FALSE,FALSE,383,67,674,353,68,126,884,30,30,223,14,63.2,60.4,61.9,58.2,92.2,7.8
2022-05-03,2022,May,2022-05-01,Tue,FALSE,FALSE,382,25,401,363,24,120,1088,19,30,301,11,82.9,81.1,81.7,78.8,95,5
2022-05-04,2022,May,2022-05-01,Wed,FALSE,FALSE,348,21,293,334,20,125,1896,14,30,289,10,86.5,85.5,85.9,83.1,96,4
2022-05-06,2022,May,2022-05-01,Fri,FALSE,FALSE,314,70,1156,287,66,112,761,27,30,197,12,68.6,65.2,66.6,62.7,91.4,8.6
2022-05-07,2022,May,2022-05-01,Sat,FALSE,TRUE,113,88,1222,97,69,158,662,16,30,77,5,79.4,71.3,72.6,68.1,85.8,14.2
2022-05-08,2022,May,2022-05-01,Sun,FALSE,TRUE,89,35,836,80,21,168,1315,9,30,70,5,87.5,83.3,84.3,78.7,89.9,10.1
2022-05-09,2022,May,2022-05-01,Mon,FALSE,FALSE,395,222,3536,315,207,144,1029,80,30,178,18,56.5,47.2,49.6,45.1,79.8,20.3
2022-05-10,2022,May,2022-05-01,Tue,FALSE,FALSE,382,50,984,352,50,142,955,30,30,245,16,69.6,66.9,68.3,64.1,92.2,7.9
2022-05-11,2022,May,2022-05-01,Wed,FALSE,FALSE,365,29,915,348,27,113,737,17,30,286,10,82.2,80.6,81.1,78.4,95.3,4.7
2022-05-12,2022,May,2022-05-01,Thu,FALSE,FALSE,359,42,450,332,40,114,794,27,30,252,12,75.9,72.6,73.5,70.2,92.5,7.5
2022-05-13,2022,May,2022-05-01,Fri,FALSE,FALSE,371,113,785,319,120,131,977,52,30,179,23,56.1,51.4,54.5,48.3,86,14
2022-05-14,2022,May,2022-05-01,Sat,FALSE,TRUE,115,58,507,105,51,141,638,10,30,78,3,74.3,69.6,70.4,67.8,91.3,8.7
2022-05-15,2022,May,2022-05-01,Sun,FALSE,TRUE,128,64,711,114,58,142,1024,14,30,93,4,81.6,75,75.8,72.7,89.1,10.9
2022-05-16,2022,May,2022-05-01,Mon,FALSE,FALSE,421,73,715,384,75,126,1051,37,30,252,20,65.6,62.8,64.6,59.9,91.2,8.8
2022-05-17,2022,May,2022-05-01,Tue,FALSE,FALSE,355,36,411,334,35,134,1666,21,30,260,11,77.8,75.6,76.3,73.2,94.1,5.9
2022-05-18,2022,May,2022-05-01,Wed,FALSE,FALSE,322,34,1258,311,34,131,1266,11,30,251,8,80.7,79.9,80.4,78,96.6,3.4
2022-05-19,2022,May,2022-05-01,Thu,FALSE,FALSE,330,41,449,303,38,132,1801,27,30,229,15,75.6,72.7,73.9,69.4,91.8,8.2
2022-05-20,2022,May,2022-05-01,Fri,FALSE,FALSE,300,76,672,275,77,144,1344,25,30,192,13,69.8,66.9,68.3,64,91.7,8.3
2022-05-21,2022,May,2022-05-01,Sat,FALSE,TRUE,551,832,3131,303,1263,131,1292,248,30,45,42,14.9,8.8,15.8,8.2,55,45
2022-05-22,2022,May,2022-05-01,Sun,FALSE,TRUE,220,109,770,189,101,147,1223,31,30,105,8,55.6,49.5,51.4,47.7,85.9,14.1
2022-05-23,2022,May,2022-05-01,Mon,TRUE,TRUE,153,29,579,137,29,129,888,16,30,119,10,86.9,83.2,84.3,77.8,89.5,10.5
2022-05-24,2022,May,2022-05-01,Tue,FALSE,FALSE,611,278,1702,449,287,140,877,162,30,215,36,47.9,37.4,41.1,35.2,73.5,26.5
2022-05-25,2022,May,2022-05-01,Wed,FALSE,FALSE,438,70,689,386,71,140,1235,52,30,248,25,64.3,60.1,62.3,56.6,88.1,11.9
2022-05-26,2022,May,2022-05-01,Thu,FALSE,FALSE,447,122,825,396,123,154,953,51,30,229,21,57.8,53.8,55.9,51.2,88.6,11.4
2022-05-27,2022,May,2022-05-01,Fri,FALSE,FALSE,347,124,866,301,124,161,1454,46,30,166,16,55.2,50.2,52.5,47.8,86.7,13.3
2022-05-28,2022,May,2022-05-01,Sat,FALSE,TRUE,135,67,560,122,59,172,552,13,30,88,4,72.1,67.2,68.2,65.2,90.4,9.6
2022-05-29,2022,May,2022-05-01,Sun,FALSE,TRUE,95,17,313,91,14,136,595,4,30,83,2,91.2,89.3,89.5,87.4,95.8,4.2
2022-05-30,2022,May,2022-05-01,Mon,FALSE,FALSE,542,118,1051,464,123,158,894,78,30,266,34,57.3,52.4,55.4,49.1,85.6,14.4
2022-05-31,2022,May,2022-05-01,Tue,FALSE,FALSE,420,33,565,400,32,126,1061,20,30,319,10,79.8,77.8,78.3,76,95.2,4.8
2022-06-01,2022,Jun,2022-06-01,Wed,FALSE,FALSE,444,107,955,397,109,129,957,47,30,241,16,60.7,56.3,57.9,54.3,89.4,10.6
2022-06-02,2022,Jun,2022-06-01,Thu,FALSE,FALSE,380,71,646,333,70,129,884,47,30,230,22,69.1,64.3,66.3,60.5,87.6,12.4
2022-06-03,2022,Jun,2022-06-01,Fri,FALSE,FALSE,314,91,843,279,86,130,927,35,30,161,15,57.7,53.9,56.1,51.3,88.9,11.2
2022-06-04,2022,Jun,2022-06-01,Sat,FALSE,TRUE,117,30,326,99,26,146,609,18,30,85,10,85.9,79.4,81.2,72.7,84.6,15.4
2022-06-05,2022,Jun,2022-06-01,Sun,FALSE,TRUE,80,52,732,71,40,155,991,9,30,63,4,88.7,82.9,83.8,78.8,88.8,11.3
2022-06-06,2022,Jun,2022-06-01,Mon,FALSE,FALSE,385,26,397,366,26,135,1259,19,30,307,12,83.9,82.3,82.9,79.7,95.1,4.9
2022-06-07,2022,Jun,2022-06-01,Tue,FALSE,FALSE,376,22,325,352,21,132,1754,24,30,311,13,88.4,85.7,86.2,82.7,93.6,6.4
2022-06-08,2022,Jun,2022-06-01,Wed,FALSE,FALSE,404,35,813,381,35,121,667,23,30,305,15,80.1,78.4,79.2,75.5,94.3,5.7
2022-06-09,2022,Jun,2022-06-01,Thu,FALSE,FALSE,426,67,581,386,67,129,1081,40,30,235,19,60.9,57.7,59.6,55.2,90.6,9.4
2022-06-10,2022,Jun,2022-06-01,Fri,FALSE,FALSE,415,92,1001,376,91,135,1014,39,30,197,17,52.4,49.5,51.6,47.5,90.6,9.4
2022-06-11,2022,Jun,2022-06-01,Sat,FALSE,TRUE,107,32,473,104,24,127,892,3,30,92,1,88.5,86.8,86.9,86,97.2,2.8
2022-06-12,2022,Jun,2022-06-01,Sun,FALSE,TRUE,87,75,1249,77,57,133,839,10,30,63,4,81.8,75.9,77,72.4,88.5,11.5
2022-06-13,2022,Jun,2022-06-01,Mon,FALSE,FALSE,493,62,539,456,62,121,1086,37,30,297,19,65.1,62.7,64.1,60.2,92.5,7.5
2022-06-14,2022,Jun,2022-06-01,Tue,FALSE,FALSE,396,45,383,364,43,137,941,32,30,246,15,67.6,64.6,65.9,62.1,91.9,8.1
2022-06-15,2022,Jun,2022-06-01,Wed,FALSE,FALSE,417,66,663,373,66,143,1090,44,30,270,24,72.4,68.7,70.5,64.8,89.5,10.6
2022-06-16,2022,Jun,2022-06-01,Thu,FALSE,FALSE,383,36,844,349,34,138,1958,34,30,276,26,79.1,77.3,78.9,72.1,91.1,8.9
2022-06-17,2022,Jun,2022-06-01,Fri,FALSE,FALSE,444,85,800,391,84,131,510,53,30,246,27,62.9,59,61.5,55.4,88.1,11.9
2022-06-18,2022,Jun,2022-06-01,Sat,FALSE,TRUE,126,52,804,114,52,153,1088,12,30,87,8,76.3,73.7,75.4,69.1,90.5,9.5
2022-06-19,2022,Jun,2022-06-01,Sun,FALSE,TRUE,70,26,258,66,23,162,1659,4,30,58,0,87.9,82.9,82.9,82.9,94.3,5.7
2022-06-20,2022,Jun,2022-06-01,Mon,FALSE,FALSE,474,165,2016,378,171,153,810,96,30,226,39,59.8,52,55.9,47.7,79.8,20.3
2022-06-21,2022,Jun,2022-06-01,Tue,FALSE,FALSE,452,116,1141,380,121,127,900,72,30,242,31,63.7,57.5,60.4,53.5,84.1,15.9
2022-06-22,2022,Jun,2022-06-01,Wed,FALSE,FALSE,476,37,944,437,36,134,1253,39,30,332,19,76,72.7,73.7,69.8,91.8,8.2
2022-06-23,2022,Jun,2022-06-01,Thu,FALSE,FALSE,385,61,843,346,61,138,866,39,30,245,19,70.8,66.9,68.6,63.6,89.9,10.1
2022-06-24,2022,Jun,2022-06-01,Fri,FALSE,FALSE,399,69,672,355,69,143,2372,44,30,244,23,68.7,64.9,66.9,61.2,89,11
2022-06-25,2022,Jun,2022-06-01,Sat,FALSE,TRUE,202,52,591,172,46,113,561,30,30,134,13,77.9,70.9,72.8,66.3,85.2,14.9
2022-06-26,2022,Jun,2022-06-01,Sun,FALSE,TRUE,112,23,404,103,24,91,486,9,30,93,8,90.3,89.4,90.2,83,92,8
2022-06-27,2022,Jun,2022-06-01,Mon,FALSE,FALSE,423,155,1146,371,163,148,826,52,30,215,21,58,53.5,55.8,50.8,87.7,12.3
2022-06-28,2022,Jun,2022-06-01,Tue,FALSE,FALSE,356,51,620,328,50,141,1321,28,30,237,14,72.3,69.3,70.5,66.6,92.1,7.9
2022-06-29,2022,Jun,2022-06-01,Wed,FALSE,FALSE,369,42,507,348,40,135,2428,20,30,264,11,75.9,73.7,74.5,71.5,94.3,5.4
2022-06-30,2022,Jun,2022-06-01,Thu,FALSE,FALSE,375,36,464,339,34,131,1381,36,30,273,21,80.5,77.1,78.4,72.8,90.4,9.6
2022-07-01,2022,Jul,2022-07-01,Fri,TRUE,TRUE,138,20,531,131,16,85,317,7,30,117,3,89.3,86.7,87,84.8,94.9,5.1
2022-07-02,2022,Jul,2022-07-01,Sat,FALSE,TRUE,160,34,466,141,24,118,635,19,30,113,7,80.1,73.9,75,70.6,88.1,11.9
2022-07-03,2022,Jul,2022-07-01,Sun,FALSE,TRUE,138,19,405,131,18,110,603,7,30,115,6,87.8,87.1,87.7,83.3,94.9,5.1
2022-07-04,2022,Jul,2022-07-01,Mon,FALSE,FALSE,551,171,1346,456,181,132,1087,95,30,231,29,50.7,44.3,47.2,41.9,82.8,17.2
2022-07-05,2022,Jul,2022-07-01,Tue,FALSE,FALSE,388,36,571,363,36,127,1420,25,30,297,16,81.8,79.8,80.7,76.6,93.6,6.4
2022-07-06,2022,Jul,2022-07-01,Wed,FALSE,FALSE,412,44,803,387,45,122,1668,24,30,295,16,76.2,74.5,75.5,71.6,93.9,5.8
2022-07-07,2022,Jul,2022-07-01,Thu,FALSE,FALSE,411,59,897,377,59,113,1179,34,30,265,19,70.3,67.6,69.1,64.5,91.7,8.3
2022-07-08,2022,Jul,2022-07-01,Fri,FALSE,FALSE,24,14,35,11,12,51,79,13,30,10,13,90.9,90.9,95.8,41.7,45.8,54.2
2022-07-09,2022,Jul,2022-07-01,Sat,FALSE,TRUE,92,109,1592,66,39,143,595,26,30,51,3,77.3,57.3,58.7,55.4,71.7,28.3
2022-07-10,2022,Jul,2022-07-01,Sun,FALSE,TRUE,148,25,376,123,16,139,1402,25,30,112,17,91.1,85.5,87.2,75.7,83.1,16.9
2022-07-11,2022,Jul,2022-07-01,Mon,FALSE,FALSE,469,55,912,430,54,115,832,39,30,319,21,74.2,71.2,72.5,68,91.7,8.3
2022-07-12,2022,Jul,2022-07-01,Tue,FALSE,FALSE,386,14,133,363,14,94,708,23,30,329,21,90.6,90.1,90.7,85.2,94,6
2022-07-13,2022,Jul,2022-07-01,Wed,FALSE,FALSE,357,24,383,333,24,120,781,24,30,282,19,84.7,83.4,84.3,79,93.3,6.7
2022-07-14,2022,Jul,2022-07-01,Thu,FALSE,FALSE,340,25,354,315,26,107,765,25,30,263,19,83.5,81.9,82.9,77.4,92.7,7.4
2022-07-15,2022,Jul,2022-07-01,Fri,FALSE,FALSE,358,23,309,340,22,115,807,18,30,287,13,84.4,83.2,83.8,80.2,95,5
2022-07-16,2022,Jul,2022-07-01,Sat,FALSE,TRUE,183,38,496,169,36,108,483,14,30,136,8,80.5,77.7,78.7,74.3,92.4,7.7
2022-07-17,2022,Jul,2022-07-01,Sun,FALSE,TRUE,83,31,374,74,29,137,666,9,30,62,3,83.8,77.5,78.3,74.7,89.2,10.8
2022-07-18,2022,Jul,2022-07-01,Mon,FALSE,FALSE,360,20,343,330,19,109,1261,30,30,301,19,91.2,88.3,88.9,83.6,91.7,8.3
2022-07-19,2022,Jul,2022-07-01,Tue,FALSE,FALSE,371,66,1086,336,62,102,564,35,30,244,18,72.6,69.1,70.6,65.8,90.6,9.4
2022-07-20,2022,Jul,2022-07-01,Wed,FALSE,FALSE,344,36,454,325,36,107,959,19,30,266,13,81.9,80.4,81.1,77.3,94.5,5.5
2022-07-21,2022,Jul,2022-07-01,Thu,FALSE,FALSE,344,73,886,301,75,116,1363,43,30,205,20,68.1,63.3,65.4,59.6,87.5,12.5
2022-07-22,2022,Jul,2022-07-01,Fri,FALSE,FALSE,348,311,3205,270,334,131,912,78,30,173,15,64.1,52,54,49.7,77.6,22.4
2022-07-23,2022,Jul,2022-07-01,Sat,FALSE,TRUE,138,30,506,128,22,116,1013,10,30,110,4,85.9,82.1,82.6,79.7,92.8,7.3
2022-07-24,2022,Jul,2022-07-01,Sun,FALSE,TRUE,89,23,234,83,18,139,1098,6,30,73,2,88,83.9,84.3,82,93.3,6.7
2022-07-25,2022,Jul,2022-07-01,Mon,FALSE,FALSE,388,74,769,362,75,117,1530,26,30,253,12,69.9,67.3,68.3,65.2,93.3,6.7
2022-07-26,2022,Jul,2022-07-01,Tue,FALSE,FALSE,351,13,174,335,13,123,861,16,30,297,13,88.7,87.9,88.3,84.6,95.4,4.6
2022-07-27,2022,Jul,2022-07-01,Wed,FALSE,FALSE,348,20,223,333,19,119,862,15,30,290,6,87.1,84.8,85.1,83.3,95.7,4.3
2022-07-28,2022,Jul,2022-07-01,Thu,FALSE,FALSE,304,75,934,260,73,126,792,44,30,180,18,69.2,62.9,65.1,59.2,85.5,14.5
2022-07-29,2022,Jul,2022-07-01,Fri,FALSE,FALSE,316,48,538,285,43,133,1693,31,30,198,16,69.5,66,67.7,62.7,90.2,9.8
2022-07-30,2022,Jul,2022-07-01,Sat,FALSE,TRUE,122,41,688,109,41,114,1008,13,30,96,7,88.1,83.5,84.4,78.7,89.3,10.7
2022-07-31,2022,Jul,2022-07-01,Sun,FALSE,TRUE,120,13,231,112,12,80,306,8,30,107,5,95.5,93,93.3,89.2,93.3,6.7
2022-08-01,2022,Aug,2022-08-01,Mon,TRUE,TRUE,122,26,522,115,24,129,1275,7,30,105,3,91.3,88.2,88.5,86.1,94.3,5.7
2022-08-02,2022,Aug,2022-08-01,Tue,FALSE,FALSE,398,101,1183,357,104,134,1010,41,30,235,25,65.8,63,65.3,59.1,89.7,10.3
2022-08-03,2022,Aug,2022-08-01,Wed,FALSE,FALSE,350,70,805,312,64,134,2142,37,30,229,20,73.4,69.4,71.1,65.4,89.1,10.6
2022-08-04,2022,Aug,2022-08-01,Thu,FALSE,FALSE,301,59,533,269,59,145,1017,32,30,169,15,62.8,59.1,61.1,56.2,89.4,10.6
2022-08-05,2022,Aug,2022-08-01,Fri,FALSE,FALSE,358,100,726,321,99,135,741,37,30,189,17,58.9,55.4,57.5,52.8,89.7,10.3
2022-08-06,2022,Aug,2022-08-01,Sat,FALSE,TRUE,138,25,580,126,23,130,772,12,30,113,8,89.7,86.9,87.7,81.9,91.3,8.7
2022-08-07,2022,Aug,2022-08-01,Sun,FALSE,TRUE,131,18,339,124,16,94,702,7,30,113,5,91.1,89.7,90.1,86.3,94.7,5.3
2022-08-08,2022,Aug,2022-08-01,Mon,FALSE,FALSE,356,56,535,324,54,126,872,32,30,228,12,70.4,66.3,67.4,64,91,9
2022-08-09,2022,Aug,2022-08-01,Tue,FALSE,FALSE,347,70,876,311,72,120,713,36,30,200,23,64.3,61.7,64.3,57.6,89.6,10.4
2022-08-10,2022,Aug,2022-08-01,Wed,FALSE,FALSE,350,85,826,309,85,129,780,41,30,199,12,64.4,58.9,60.3,56.9,88.3,11.7
2022-08-11,2022,Aug,2022-08-01,Thu,FALSE,FALSE,300,64,641,268,63,119,894,32,30,180,15,67.2,63.2,65,60,89.3,10.7
2022-08-12,2022,Aug,2022-08-01,Fri,FALSE,FALSE,304,307,1836,244,337,120,762,60,30,97,14,39.8,33.5,36.5,31.9,80.3,19.7
2022-08-13,2022,Aug,2022-08-01,Sat,FALSE,TRUE,112,35,843,99,35,106,407,13,30,88,10,88.9,86.3,87.5,78.6,88.4,11.6
2022-08-14,2022,Aug,2022-08-01,Sun,FALSE,TRUE,92,18,283,87,16,88,552,5,30,79,4,90.8,89.8,90.2,85.9,94.6,5.4
2022-08-15,2022,Aug,2022-08-01,Mon,FALSE,FALSE,378,68,650,345,68,138,1048,33,30,231,18,67,64.2,65.9,61.1,91.3,8.7
2022-08-16,2022,Aug,2022-08-01,Tue,FALSE,FALSE,314,20,547,302,19,132,1151,12,30,263,7,87.1,85.7,86,83.8,96.2,3.8
2022-08-17,2022,Aug,2022-08-01,Wed,FALSE,FALSE,355,18,523,331,15,123,1076,24,30,296,14,89.4,86.8,87.3,83.4,93.2,6.8
2022-08-18,2022,Aug,2022-08-01,Thu,FALSE,FALSE,323,20,607,307,20,94,820,16,30,273,14,88.9,88.4,88.9,84.5,95.1,5
2022-08-19,2022,Aug,2022-08-01,Fri,FALSE,FALSE,363,57,684,332,55,94,657,31,30,238,18,71.7,69,70.5,65.6,91.5,8.5
2022-08-20,2022,Aug,2022-08-01,Sat,FALSE,TRUE,163,22,564,153,18,97,441,9,30,138,6,90.2,87.9,88.3,84.7,93.9,5.5
2022-08-21,2022,Aug,2022-08-01,Sun,FALSE,TRUE,54,19,458,53,20,118,512,1,30,50,1,94.3,94.3,94.4,92.6,98.2,1.9
2022-08-22,2022,Aug,2022-08-01,Mon,FALSE,FALSE,372,35,851,356,32,116,615,16,30,302,9,84.8,83.2,83.6,81.2,95.7,4.3
2022-08-23,2022,Aug,2022-08-01,Tue,FALSE,FALSE,332,19,372,314,19,117,1328,18,30,281,15,89.5,88.6,89.2,84.6,94.6,5.4
2022-08-24,2022,Aug,2022-08-01,Wed,FALSE,FALSE,314,19,426,301,17,122,1291,13,30,280,8,93,91.5,91.7,89.2,95.9,4.1
2022-08-25,2022,Aug,2022-08-01,Thu,FALSE,FALSE,330,93,1260,294,88,117,1108,36,30,199,7,67.7,61.6,62.4,60.3,89.1,10.9
2022-08-26,2022,Aug,2022-08-01,Fri,FALSE,FALSE,263,47,701,239,48,108,886,24,30,171,16,71.6,69.2,71.1,65,90.9,9.1
2022-08-27,2022,Aug,2022-08-01,Sat,FALSE,TRUE,112,63,987,98,62,120,672,14,30,81,8,82.7,77.9,79.5,72.3,87.5,12.5
2022-08-28,2022,Aug,2022-08-01,Sun,FALSE,TRUE,103,11,141,97,12,115,370,6,30,90,6,92.8,92.8,93.2,87.4,94.2,5.8
2022-08-29,2022,Aug,2022-08-01,Mon,FALSE,FALSE,384,26,326,363,25,112,1188,21,30,295,13,81.3,79.5,80.2,76.8,94.5,5.5
2022-08-30,2022,Aug,2022-08-01,Tue,FALSE,FALSE,387,26,333,368,24,115,2409,19,30,312,8,84.8,82.3,82.7,80.6,95.1,4.9
2022-08-31,2022,Aug,2022-08-01,Wed,FALSE,FALSE,334,30,458,312,29,118,1206,22,30,253,13,81.1,78.8,79.6,75.8,93.4,6.6
2022-09-01,2022,Sep,2022-09-01,Thu,FALSE,FALSE,326,97,1064,286,95,115,1085,40,30,179,12,62.6,57,58.6,54.9,87.7,12.3
2022-09-02,2022,Sep,2022-09-01,Fri,FALSE,FALSE,302,62,641,272,58,119,946,30,30,167,10,61.4,57.2,58.6,55.3,90.1,9.9
2022-09-03,2022,Sep,2022-09-01,Sat,FALSE,TRUE,123,26,347,119,25,126,992,4,30,103,3,86.6,85.8,86.2,83.7,96.8,3.3
2022-09-04,2022,Sep,2022-09-01,Sun,FALSE,TRUE,82,39,751,75,34,135,646,7,30,67,2,89.3,83.8,84.2,81.7,91.5,8.5
2022-09-05,2022,Sep,2022-09-01,Mon,TRUE,TRUE,76,14,275,74,15,112,487,2,30,71,2,96,96,96.1,93.4,97.4,2.6
2022-09-06,2022,Sep,2022-09-01,Tue,FALSE,FALSE,384,37,285,363,36,116,624,21,30,264,12,72.7,71,71.9,68.8,94.5,5.5
2022-09-07,2022,Sep,2022-09-01,Wed,FALSE,FALSE,362,95,1748,321,86,116,1127,41,30,244,11,76,69.5,70.4,67.4,88.7,11.3
2022-09-08,2022,Sep,2022-09-01,Thu,FALSE,FALSE,327,174,1388,273,183,119,673,54,30,100,20,36.6,32.6,36.7,30.6,83.5,16.5
2022-09-09,2022,Sep,2022-09-01,Fri,FALSE,FALSE,384,285,1650,273,325,122,842,111,30,76,29,27.8,21.4,27.3,19.8,71.1,28.9
2022-09-10,2022,Sep,2022-09-01,Sat,FALSE,TRUE,141,43,390,122,39,137,801,19,30,97,11,79.5,74.6,76.6,68.8,86.5,13.5
2022-09-11,2022,Sep,2022-09-01,Sun,FALSE,TRUE,80,32,497,76,31,116,395,4,30,67,2,88.2,85.9,86.3,83.8,95,5
2022-09-12,2022,Sep,2022-09-01,Mon,FALSE,FALSE,424,68,833,384,69,112,980,40,30,254,21,66.2,63,64.9,59.9,90.6,9.4
2022-09-13,2022,Sep,2022-09-01,Tue,FALSE,FALSE,389,85,692,354,86,137,1056,35,30,215,22,60.7,58.6,60.9,55.3,91,9
2022-09-14,2022,Sep,2022-09-01,Wed,FALSE,FALSE,349,69,612,311,72,129,744,38,30,199,19,64,60.3,62.5,57,89.1,10.9
2022-09-15,2022,Sep,2022-09-01,Thu,FALSE,FALSE,366,127,903,338,128,114,1070,27,30,175,10,51.8,49.2,50.6,47.8,92.4,7.4
2022-09-16,2022,Sep,2022-09-01,Fri,FALSE,FALSE,318,78,595,292,76,122,684,26,30,182,7,62.3,58.5,59.4,57.2,91.8,8.2
2022-09-17,2022,Sep,2022-09-01,Sat,FALSE,TRUE,118,28,926,111,25,105,452,7,30,102,2,91.9,87.9,88.1,86.4,94.1,5.9
2022-09-18,2022,Sep,2022-09-01,Sun,FALSE,TRUE,87,24,267,82,17,110,824,5,30,71,1,86.6,82.6,82.8,81.6,94.3,5.8
2022-09-19,2022,Sep,2022-09-01,Mon,FALSE,FALSE,389,84,876,348,84,121,845,41,30,217,16,62.4,58.2,59.9,55.8,89.5,10.5
