offence_group,ucr_code,violation,region,year,incidents,incidents_per_100k,base_year,index
Sexual offences,1320,Sexual assault with a weapon or causing bodily harm,Region,2025,20,2.81,1998,610.8695652173913
Sexual offences,1330,Sexual assault,Canada,1998,24805,82.25,1998,100
Sexual offences,1330,Sexual assault,Canada,1999,23185,76.26,1998,92.71732522796353
Sexual offences,1330,Sexual assault,Canada,2000,23428,76.34,1998,92.8145896656535
Sexual offences,1330,Sexual assault,Canada,2001,23563,75.96,1998,92.35258358662614
Sexual offences,1330,Sexual assault,Canada,2002,23973,76.46,1998,92.96048632218844
Sexual offences,1330,Sexual assault,Canada,2003,22983,72.64,1998,88.3161094224924
Sexual offences,1330,Sexual assault,Canada,2004,22449,70.28,1998,85.44680851063829
Sexual offences,1330,Sexual assault,Canada,2005,22956,71.19,1998,86.55319148936171
Sexual offences,1330,Sexual assault,Canada,2006,21675,66.55,1998,80.91185410334346
Sexual offences,1330,Sexual assault,Canada,2007,20906,63.57,1998,77.2887537993921
Sexual offences,1330,Sexual assault,Canada,2008,20982,63.11,1998,76.72948328267478
Sexual offences,1330,Sexual assault,Canada,2009,20450,60.81,1998,73.93313069908814
Sexual offences,1330,Sexual assault,Canada,2010,21795,64.09,1998,77.9209726443769
Sexual offences,1330,Sexual assault,Canada,2011,21311,62.06,1998,75.45288753799393
Sexual offences,1330,Sexual assault,Canada,2012,21374,61.57,1998,74.85714285714286
Sexual offences,1330,Sexual assault,Canada,2013,20695,58.99,1998,71.72036474164133
Sexual offences,1330,Sexual assault,Canada,2014,20183,56.95,1998,69.24012158054713
Sexual offences,1330,Sexual assault,Canada,2015,20466,57.32,1998,69.68996960486322
Sexual offences,1330,Sexual assault,Canada,2016,21072,58.35,1998,70.94224924012158
Sexual offences,1330,Sexual assault,Canada,2017,24157,66.1,1998,80.36474164133737
Sexual offences,1330,Sexual assault,Canada,2018,27909,75.28,1998,91.52583586626139
Sexual offences,1330,Sexual assault,Canada,2019,30335,80.64,1998,98.04255319148936
Sexual offences,1330,Sexual assault,Canada,2020,28146,74.01,1998,89.98176291793314
Sexual offences,1330,Sexual assault,Canada,2021,33641,87.97,1998,106.95440729483283
Sexual offences,1330,Sexual assault,Canada,2022,35484,91.1,1998,110.75987841945287
Sexual offences,1330,Sexual assault,Canada,2023,36088,90.11,1998,109.5562310030395
Sexual offences,1330,Sexual assault,Canada,2024,36389,88.19,1998,107.22188449848025
Sexual offences,1330,Sexual assault,Canada,2025,36284,87.11,1998,105.90881458966565
Sexual offences,1330,Sexual assault,Ontario,1998,8815,77.55,1998,100
Sexual offences,1330,Sexual assault,Ontario,1999,8104,70.43,1998,90.81882656350743
Sexual offences,1330,Sexual assault,Ontario,2000,8685,74.32,1998,95.83494519664731
Sexual offences,1330,Sexual assault,Ontario,2001,8338,70.09,1998,90.38039974210189
Sexual offences,1330,Sexual assault,Ontario,2002,8224,68.02,1998,87.71115409413281
Sexual offences,1330,Sexual assault,Ontario,2003,7588,61.98,1998,79.92263056092843
Sexual offences,1330,Sexual assault,Ontario,2004,7526,60.74,1998,78.32366215344939
Sexual offences,1330,Sexual assault,Ontario,2005,7730,61.7,1998,79.56157317859446
Sexual offences,1330,Sexual assault,Ontario,2006,7004,55.32,1998,71.33462282398453
Sexual offences,1330,Sexual assault,Ontario,2007,7085,55.51,1998,71.57962604771116
Sexual offences,1330,Sexual assault,Ontario,2008,7241,56.21,1998,72.4822695035461
Sexual offences,1330,Sexual assault,Ontario,2009,6977,53.68,1998,69.21985815602837
Sexual offences,1330,Sexual assault,Ontario,2010,7544,57.43,1998,74.05544809800129
Sexual offences,1330,Sexual assault,Ontario,2011,7619,57.45,1998,74.08123791102516
Sexual offences,1330,Sexual assault,Ontario,2012,7718,57.64,1998,74.32624113475178
Sexual offences,1330,Sexual assault,Ontario,2013,7476,55.33,1998,71.34751773049646
Sexual offences,1330,Sexual assault,Ontario,2014,7348,53.96,1998,69.58091553836235
Sexual offences,1330,Sexual assault,Ontario,2015,7375,53.8,1998,69.3745970341715
Sexual offences,1330,Sexual assault,Ontario,2016,7434,53.57,1998,69.07801418439716
Sexual offences,1330,Sexual assault,Ontario,2017,8782,62.38,1998,80.43842682140556
Sexual offences,1330,Sexual assault,Ontario,2018,10569,73.77,1998,95.12572533849129
Sexual offences,1330,Sexual assault,Ontario,2019,10841,74.39,1998,95.92520954223083
Sexual offences,1330,Sexual assault,Ontario,2020,9303,63.02,1998,81.26370083816893
Sexual offences,1330,Sexual assault,Ontario,2021,11024,74.27,1998,95.77047066408768
Sexual offences,1330,Sexual assault,Ontario,2022,12239,80.75,1998,104.1263700838169
Sexual offences,1330,Sexual assault,Ontario,2023,12342,78.95,1998,101.8052869116699
Sexual offences,1330,Sexual assault,Ontario,2024,12770,79.1,1998,101.99871050934881
Sexual offences,1330,Sexual assault,Ontario,2025,12450,76.58,1998,98.749194068343
Sexual offences,1330,Sexual assault,Region,1998,288,66.78,1998,100
Sexual offences,1330,Sexual assault,Region,1999,316,71.96,1998,107.75681341719077
Sexual offences,1330,Sexual assault,Region,2000,348,77.67,1998,116.30727762803235
Sexual offences,1330,Sexual assault,Region,2001,313,68.59,1998,102.71039233303385
Sexual offences,1330,Sexual assault,Region,2002,298,64.22,1998,96.1665169212339
Sexual offences,1330,Sexual assault,Region,2003,280,59.54,1998,89.15843066786464
Sexual offences,1330,Sexual assault,Region,2004,281,58.41,1998,87.46630727762803
Sexual offences,1330,Sexual assault,Region,2005,246,50.3,1998,75.32195268044323
Sexual offences,1330,Sexual assault,Region,2006,244,48.95,1998,73.3003893381252
Sexual offences,1330,Sexual assault,Region,2007,244,48.52,1998,72.6564839772387
Sexual offences,1330,Sexual assault,Region,2008,273,53.71,1998,80.4282719377059
Sexual offences,1330,Sexual assault,Region,2009,335,65.37,1998,97.88858939802336
Sexual offences,1330,Sexual assault,Region,2010,308,59.49,1998,89.08355795148249
Sexual offences,1330,Sexual assault,Region,2011,335,63.97,1998,95.79215333932315
Sexual offences,1330,Sexual assault,Region,2012,302,57.12,1998,85.53459119496854
Sexual offences,1330,Sexual assault,Region,2013,295,55.33,1998,82.85414794848757
Sexual offences,1330,Sexual assault,Region,2014,343,63.85,1998,95.61245882000598
Sexual offences,1330,Sexual assault,Region,2015,313,57.74,1998,86.46301287810722
Sexual offences,1330,Sexual assault,Region,2016,280,50.61,1998,75.78616352201257
Sexual offences,1330,Sexual assault,Region,2017,410,72.5,1998,108.56543875411799
Sexual offences,1330,Sexual assault,Region,2018,481,82.91,1998,124.15393830488168
Sexual offences,1330,Sexual assault,Region,2019,595,100.07,1998,149.85025456723568
Sexual offences,1330,Sexual assault,Region,2020,443,72.99,1998,109.29919137466307
Sexual offences,1330,Sexual assault,Region,2021,481,78.3,1998,117.25067385444743
Sexual offences,1330,Sexual assault,Region,2022,552,86.35,1998,129.30518119197362
Sexual offences,1330,Sexual assault,Region,2023,519,76.84,1998,115.06439053608865
Sexual offences,1330,Sexual assault,Region,2024,558,78.59,1998,117.68493560946392
Sexual offences,1330,Sexual assault,Region,2025,508,71.4,1998,106.91823899371069
Sexual offences,1310,Aggravated sexual assault,Canada,1998,219,0.73,2000,123.72881355932203
Sexual offences,1310,Aggravated sexual assault,Canada,1999,213,0.7,2000,118.64406779661016
Sexual offences,1310,Aggravated sexual assault,Canada,2000,182,0.59,2000,100
Sexual offences,1310,Aggravated sexual assault,Canada,2001,161,0.52,2000,88.13559322033899
Sexual offences,1310,Aggravated sexual assault,Canada,2002,153,0.49,2000,83.05084745762711
Sexual offences,1310,Aggravated sexual assault,Canada,2003,172,0.54,2000,91.52542372881356
Sexual offences,1310,Aggravated sexual assault,Canada,2004,190,0.59,2000,100
Sexual offences,1310,Aggravated sexual assault,Canada,2005,176,0.55,2000,93.22033898305085
Sexual offences,1310,Aggravated sexual assault,Canada,2006,181,0.56,2000,94.91525423728815
Sexual offences,1310,Aggravated sexual assault,Canada,2007,141,0.43,2000,72.88135593220339
Sexual offences,1310,Aggravated sexual assault,Canada,2008,139,0.42,2000,71.1864406779661
Sexual offences,1310,Aggravated sexual assault,Canada,2009,119,0.35,2000,59.32203389830508
Sexual offences,1310,Aggravated sexual assault,Canada,2010,179,0.53,2000,89.83050847457628
Sexual offences,1310,Aggravated sexual assault,Canada,2011,149,0.43,2000,72.88135593220339
Sexual offences,1310,Aggravated sexual assault,Canada,2012,124,0.36,2000,61.016949152542374
Sexual offences,1310,Aggravated sexual assault,Canada,2013,133,0.38,2000,64.40677966101696
Sexual offences,1310,Aggravated sexual assault,Canada,2014,116,0.33,2000,55.93220338983051
Sexual offences,1310,Aggravated sexual assault,Canada,2015,103,0.29,2000,49.15254237288135
Sexual offences,1310,Aggravated sexual assault,Canada,2016,112,0.31,2000,52.54237288135594
Sexual offences,1310,Aggravated sexual assault,Canada,2017,160,0.44,2000,74.57627118644068
Sexual offences,1310,Aggravated sexual assault,Canada,2018,158,0.43,2000,72.88135593220339
Sexual offences,1310,Aggravated sexual assault,Canada,2019,125,0.33,2000,55.93220338983051
Sexual offences,1310,Aggravated sexual assault,Canada,2020,140,0.37,2000,62.71186440677966
Sexual offences,1310,Aggravated sexual assault,Canada,2021,126,0.33,2000,55.93220338983051
Sexual offences,1310,Aggravated sexual assault,Canada,2022,122,0.31,2000,52.54237288135594
Sexual offences,1310,Aggravated sexual assault,Canada,2023,107,0.27,2000,45.76271186440678
Sexual offences,1310,Aggravated sexual assault,Canada,2024,132,0.32,2000,54.23728813559322
Sexual offences,1310,Aggravated sexual assault,Canada,2025,129,0.31,2000,52.54237288135594
Sexual offences,1310,Aggravated sexual assault,Ontario,1998,45,0.4,2000,129.03225806451616
Sexual offences,1310,Aggravated sexual assault,Ontario,1999,39,0.34,2000,109.67741935483872
Sexual offences,1310,Aggravated sexual assault,Ontario,2000,36,0.31,2000,100
Sexual offences,1310,Aggravated sexual assault,Ontario,2001,28,0.24,2000,77.41935483870968
Sexual offences,1310,Aggravated sexual assault,Ontario,2002,17,0.14,2000,45.16129032258065
Sexual offences,1310,Aggravated sexual assault,Ontario,2003,38,0.31,2000,100
Sexual offences,1310,Aggravated sexual assault,Ontario,2004,71,0.57,2000,183.8709677419355
Sexual offences,1310,Aggravated sexual assault,Ontario,2005,40,0.32,2000,103.2258064516129
Sexual offences,1310,Aggravated sexual assault,Ontario,2006,53,0.42,2000,135.48387096774192
Sexual offences,1310,Aggravated sexual assault,Ontario,2007,59,0.46,2000,148.38709677419354
Sexual offences,1310,Aggravated sexual assault,Ontario,2008,42,0.33,2000,106.45161290322582
Sexual offences,1310,Aggravated sexual assault,Ontario,2009,30,0.23,2000,74.19354838709677
Sexual offences,1310,Aggravated sexual assault,Ontario,2010,47,0.36,2000,116.1290322580645
Sexual offences,1310,Aggravated sexual assault,Ontario,2011,59,0.44,2000,141.93548387096774
Sexual offences,1310,Aggravated sexual assault,Ontario,2012,43,0.32,2000,103.2258064516129
Sexual offences,1310,Aggravated sexual assault,Ontario,2013,47,0.35,2000,112.9032258064516
Sexual offences,1310,Aggravated sexual assault,Ontario,2014,34,0.25,2000,80.64516129032259
Sexual offences,1310,Aggravated sexual assault,Ontario,2015,21,0.15,2000,48.387096774193544
Sexual offences,1310,Aggravated sexual assault,Ontario,2016,34,0.25,2000,80.64516129032259
Sexual offences,1310,Aggravated sexual assault,Ontario,2017,57,0.4,2000,129.03225806451616
Sexual offences,1310,Aggravated sexual assault,Ontario,2018,37,0.26,2000,83.87096774193549
Sexual offences,1310,Aggravated sexual assault,Ontario,2019,31,0.21,2000,67.74193548387096
Sexual offences,1310,Aggravated sexual assault,Ontario,2020,29,0.2,2000,64.51612903225808
Sexual offences,1310,Aggravated sexual assault,Ontario,2021,36,0.24,2000,77.41935483870968
Sexual offences,1310,Aggravated sexual assault,Ontario,2022,31,0.2,2000,64.51612903225808
Sexual offences,1310,Aggravated sexual assault,Ontario,2023,35,0.22,2000,70.96774193548387
Sexual offences,1310,Aggravated sexual assault,Ontario,2024,29,0.18,2000,58.06451612903225
Sexual offences,1310,Aggravated sexual assault,Ontario,2025,40,0.25,2000,80.64516129032259
Sexual offences,1310,Aggravated sexual assault,Region,1998,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,1999,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2000,1,0.22,2000,100
Sexual offences,1310,Aggravated sexual assault,Region,2001,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2002,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2003,1,0.21,2000,95.45454545454545
Sexual offences,1310,Aggravated sexual assault,Region,2004,2,0.42,2000,190.9090909090909
Sexual offences,1310,Aggravated sexual assault,Region,2005,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2006,2,0.4,2000,181.81818181818184
Sexual offences,1310,Aggravated sexual assault,Region,2007,2,0.4,2000,181.81818181818184
Sexual offences,1310,Aggravated sexual assault,Region,2008,2,0.39,2000,177.27272727272728
Sexual offences,1310,Aggravated sexual assault,Region,2009,1,0.2,2000,90.90909090909092
Sexual offences,1310,Aggravated sexual assault,Region,2010,4,0.77,2000,350
Sexual offences,1310,Aggravated sexual assault,Region,2011,2,0.38,2000,172.72727272727272
Sexual offences,1310,Aggravated sexual assault,Region,2012,3,0.57,2000,259.09090909090907
Sexual offences,1310,Aggravated sexual assault,Region,2013,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2014,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2015,1,0.18,2000,81.81818181818181
Sexual offences,1310,Aggravated sexual assault,Region,2016,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2017,1,0.18,2000,81.81818181818181
Sexual offences,1310,Aggravated sexual assault,Region,2018,4,0.69,2000,313.6363636363636
Sexual offences,1310,Aggravated sexual assault,Region,2019,1,0.17,2000,77.27272727272728
Sexual offences,1310,Aggravated sexual assault,Region,2020,2,0.33,2000,150
Sexual offences,1310,Aggravated sexual assault,Region,2021,3,0.49,2000,222.72727272727272
Sexual offences,1310,Aggravated sexual assault,Region,2022,0,0,2000,0
Sexual offences,1310,Aggravated sexual assault,Region,2023,3,0.44,2000,200
Sexual offences,1310,Aggravated sexual assault,Region,2024,2,0.28,2000,127.2727272727273
Sexual offences,1310,Aggravated sexual assault,Region,2025,0,0,2000,0
