geo,date,age,measure,percent
Canada,2021-09-01,15 to 24 years,Participation rate,70.1
Canada,2021-10-01,15 to 24 years,Participation rate,66.2
Canada,2021-11-01,15 to 24 years,Participation rate,63
Canada,2021-12-01,15 to 24 years,Participation rate,62.8
Canada,2022-01-01,15 to 24 years,Participation rate,62.1
Canada,2022-02-01,15 to 24 years,Participation rate,61.9
Canada,2022-03-01,15 to 24 years,Participation rate,61.6
Canada,2022-04-01,15 to 24 years,Participation rate,62.4
Canada,2022-05-01,15 to 24 years,Participation rate,64.6
Canada,2022-06-01,15 to 24 years,Participation rate,67.4
Canada,2022-07-01,15 to 24 years,Participation rate,71.3
Canada,2022-08-01,15 to 24 years,Participation rate,72.3
Canada,2022-09-01,15 to 24 years,Participation rate,69.4
Canada,2022-10-01,15 to 24 years,Participation rate,65.5
Canada,2022-11-01,15 to 24 years,Participation rate,62.3
Canada,2022-12-01,15 to 24 years,Participation rate,62.6
Canada,2023-01-01,15 to 24 years,Participation rate,62.4
Canada,2023-02-01,15 to 24 years,Participation rate,62.4
Canada,2023-03-01,15 to 24 years,Participation rate,62.3
Canada,2023-04-01,15 to 24 years,Participation rate,62.5
Canada,2023-05-01,15 to 24 years,Participation rate,64.4
Canada,2023-06-01,15 to 24 years,Participation rate,67
Canada,2023-07-01,15 to 24 years,Participation rate,70.9
Canada,2023-08-01,15 to 24 years,Participation rate,72.4
Canada,2023-09-01,15 to 24 years,Participation rate,69.6
Canada,2023-10-01,15 to 24 years,Participation rate,65.4
Canada,2023-11-01,15 to 24 years,Participation rate,61.6
Canada,2023-12-01,15 to 24 years,Participation rate,61.2
Canada,2024-01-01,15 to 24 years,Participation rate,60.2
Canada,2024-02-01,15 to 24 years,Participation rate,59.8
Canada,2024-03-01,15 to 24 years,Participation rate,59.8
Canada,2024-04-01,15 to 24 years,Participation rate,60.4
Canada,2024-05-01,15 to 24 years,Participation rate,62.6
Canada,2024-06-01,15 to 24 years,Participation rate,65.2
Canada,2024-07-01,15 to 24 years,Participation rate,68.7
Canada,2024-08-01,15 to 24 years,Participation rate,69.9
Canada,2024-09-01,15 to 24 years,Participation rate,67.3
Canada,2024-10-01,15 to 24 years,Participation rate,63.4
Canada,2024-11-01,15 to 24 years,Participation rate,60.1
Canada,2024-12-01,15 to 24 years,Participation rate,60
Canada,2025-01-01,15 to 24 years,Participation rate,59.8
Canada,2025-02-01,15 to 24 years,Participation rate,59.3
Canada,2025-03-01,15 to 24 years,Participation rate,59.3
Canada,2025-04-01,15 to 24 years,Participation rate,59.7
Canada,2025-05-01,15 to 24 years,Participation rate,62.2
Canada,2025-06-01,15 to 24 years,Participation rate,65.1
Canada,2025-07-01,15 to 24 years,Participation rate,68.7
Canada,2025-08-01,15 to 24 years,Participation rate,70
Canada,2025-09-01,15 to 24 years,Participation rate,67.3
Canada,2025-10-01,15 to 24 years,Participation rate,63.6
Canada,2025-11-01,15 to 24 years,Participation rate,60.5
Canada,2025-12-01,15 to 24 years,Participation rate,60.3
Canada,2026-01-01,15 to 24 years,Participation rate,59.7
Canada,2026-02-01,15 to 24 years,Participation rate,59.2
Canada,2026-03-01,15 to 24 years,Participation rate,59.1
Canada,2026-04-01,15 to 24 years,Participation rate,59.6
Canada,2026-05-01,15 to 24 years,Participation rate,62
Canada,2026-06-01,15 to 24 years,Participation rate,64.8
Canada,2026-07-01,15 to 24 years,Participation rate,68.7
Canada,2026-08-01,15 to 24 years,Participation rate,70.3
Ontario,2021-09-01,15 to 24 years,Participation rate,66.9
Ontario,2021-10-01,15 to 24 years,Participation rate,63
Ontario,2021-11-01,15 to 24 years,Participation rate,59.5
Ontario,2021-12-01,15 to 24 years,Participation rate,59.5
Ontario,2022-01-01,15 to 24 years,Participation rate,58.9
Ontario,2022-02-01,15 to 24 years,Participation rate,58.8
Ontario,2022-03-01,15 to 24 years,Participation rate,58.6
Ontario,2022-04-01,15 to 24 years,Participation rate,59.4
Ontario,2022-05-01,15 to 24 years,Participation rate,62
Ontario,2022-06-01,15 to 24 years,Participation rate,64.9
Ontario,2022-07-01,15 to 24 years,Participation rate,68.9
Ontario,2022-08-01,15 to 24 years,Participation rate,69.9
Ontario,2022-09-01,15 to 24 years,Participation rate,66.7
Ontario,2022-10-01,15 to 24 years,Participation rate,63
Ontario,2022-11-01,15 to 24 years,Participation rate,59.7
Ontario,2022-12-01,15 to 24 years,Participation rate,60.3
Ontario,2023-01-01,15 to 24 years,Participation rate,60
Ontario,2023-02-01,15 to 24 years,Participation rate,60.1
Ontario,2023-03-01,15 to 24 years,Participation rate,59.8
Ontario,2023-04-01,15 to 24 years,Participation rate,59.9
Ontario,2023-05-01,15 to 24 years,Participation rate,62.3
Ontario,2023-06-01,15 to 24 years,Participation rate,65.4
Ontario,2023-07-01,15 to 24 years,Participation rate,69.5
Ontario,2023-08-01,15 to 24 years,Participation rate,70.3
Ontario,2023-09-01,15 to 24 years,Participation rate,66.7
Ontario,2023-10-01,15 to 24 years,Participation rate,62
Ontario,2023-11-01,15 to 24 years,Participation rate,57.6
Ontario,2023-12-01,15 to 24 years,Participation rate,57.1
Ontario,2024-01-01,15 to 24 years,Participation rate,55.8
Ontario,2024-02-01,15 to 24 years,Participation rate,55.3
Ontario,2024-03-01,15 to 24 years,Participation rate,55.3
Ontario,2024-04-01,15 to 24 years,Participation rate,56
Ontario,2024-05-01,15 to 24 years,Participation rate,58.9
Ontario,2024-06-01,15 to 24 years,Participation rate,62.2
Ontario,2024-07-01,15 to 24 years,Participation rate,66.5
Ontario,2024-08-01,15 to 24 years,Participation rate,67.6
Ontario,2024-09-01,15 to 24 years,Participation rate,64.5
Ontario,2024-10-01,15 to 24 years,Participation rate,60.1
Ontario,2024-11-01,15 to 24 years,Participation rate,56.8
Ontario,2024-12-01,15 to 24 years,Participation rate,56.8
Ontario,2025-01-01,15 to 24 years,Participation rate,57
Ontario,2025-02-01,15 to 24 years,Participation rate,56.8
Ontario,2025-03-01,15 to 24 years,Participation rate,57.1
Ontario,2025-04-01,15 to 24 years,Participation rate,57.3
Ontario,2025-05-01,15 to 24 years,Participation rate,59.8
Ontario,2025-06-01,15 to 24 years,Participation rate,62.4
Ontario,2025-07-01,15 to 24 years,Participation rate,66.3
Ontario,2025-08-01,15 to 24 years,Participation rate,67.4
Ontario,2025-09-01,15 to 24 years,Participation rate,64.7
Ontario,2025-10-01,15 to 24 years,Participation rate,60.6
Ontario,2025-11-01,15 to 24 years,Participation rate,57
Ontario,2025-12-01,15 to 24 years,Participation rate,57.3
Ontario,2026-01-01,15 to 24 years,Participation rate,56.6
Ontario,2026-02-01,15 to 24 years,Participation rate,56.2
Ontario,2026-03-01,15 to 24 years,Participation rate,55.8
Ontario,2026-04-01,15 to 24 years,Participation rate,56.5
Ontario,2026-05-01,15 to 24 years,Participation rate,59.2
Ontario,2026-06-01,15 to 24 years,Participation rate,62.1
Ontario,2026-07-01,15 to 24 years,Participation rate,66.4
Ontario,2026-08-01,15 to 24 years,Participation rate,67.6
Region,2021-09-01,15 to 24 years,Participation rate,72.1
Region,2021-10-01,15 to 24 years,Participation rate,72.1
Region,2021-11-01,15 to 24 years,Participation rate,70.3
Region,2021-12-01,15 to 24 years,Participation rate,68.9
Region,2022-01-01,15 to 24 years,Participation rate,64.2
Region,2022-02-01,15 to 24 years,Participation rate,62.7
Region,2022-03-01,15 to 24 years,Participation rate,60.9
Region,2022-04-01,15 to 24 years,Participation rate,61.1
Region,2022-05-01,15 to 24 years,Participation rate,62.8
Region,2022-06-01,15 to 24 years,Participation rate,65.3
Region,2022-07-01,15 to 24 years,Participation rate,68.6
Region,2022-08-01,15 to 24 years,Participation rate,68.9
Region,2022-09-01,15 to 24 years,Participation rate,66.3
Region,2022-10-01,15 to 24 years,Participation rate,63.4
Region,2022-11-01,15 to 24 years,Participation rate,61.9
Region,2022-12-01,15 to 24 years,Participation rate,63.3
Region,2023-01-01,15 to 24 years,Participation rate,63.1
Region,2023-02-01,15 to 24 years,Participation rate,62.2
Region,2023-03-01,15 to 24 years,Participation rate,60.7
Region,2023-04-01,15 to 24 years,Participation rate,61.3
Region,2023-05-01,15 to 24 years,Participation rate,64.3
Region,2023-06-01,15 to 24 years,Participation rate,67.5
Region,2023-07-01,15 to 24 years,Participation rate,71.9
Region,2023-08-01,15 to 24 years,Participation rate,72.5
Region,2023-09-01,15 to 24 years,Participation rate,70.4
Region,2023-10-01,15 to 24 years,Participation rate,67
Region,2023-11-01,15 to 24 years,Participation rate,64.8
Region,2023-12-01,15 to 24 years,Participation rate,64.6
Region,2024-01-01,15 to 24 years,Participation rate,60.9
Region,2024-02-01,15 to 24 years,Participation rate,59
Region,2024-03-01,15 to 24 years,Participation rate,59.5
Region,2024-04-01,15 to 24 years,Participation rate,61
Region,2024-05-01,15 to 24 years,Participation rate,63.1
Region,2024-06-01,15 to 24 years,Participation rate,64.8
Region,2024-07-01,15 to 24 years,Participation rate,68
Region,2024-08-01,15 to 24 years,Participation rate,69.2
Region,2024-09-01,15 to 24 years,Participation rate,66.1
Region,2024-10-01,15 to 24 years,Participation rate,62.5
Region,2024-11-01,15 to 24 years,Participation rate,60.1
Region,2024-12-01,15 to 24 years,Participation rate,60.9
Region,2025-01-01,15 to 24 years,Participation rate,62
Region,2025-02-01,15 to 24 years,Participation rate,62.3
Region,2025-03-01,15 to 24 years,Participation rate,62.2
Region,2025-04-01,15 to 24 years,Participation rate,62.6
Region,2025-05-01,15 to 24 years,Participation rate,64.6
Region,2025-06-01,15 to 24 years,Participation rate,66.9
Region,2025-07-01,15 to 24 years,Participation rate,68
Region,2025-08-01,15 to 24 years,Participation rate,67.3
Region,2025-09-01,15 to 24 years,Participation rate,64.2
Region,2025-10-01,15 to 24 years,Participation rate,62.1
Region,2025-11-01,15 to 24 years,Participation rate,59.7
Region,2025-12-01,15 to 24 years,Participation rate,60.9
Region,2026-01-01,15 to 24 years,Participation rate,61.5
Region,2026-02-01,15 to 24 years,Participation rate,62.6
Region,2026-03-01,15 to 24 years,Participation rate,63
Region,2026-04-01,15 to 24 years,Participation rate,63.4
Region,2026-05-01,15 to 24 years,Participation rate,64
Region,2026-06-01,15 to 24 years,Participation rate,64.3
Region,2026-07-01,15 to 24 years,Participation rate,64.9
Region,2026-08-01,15 to 24 years,Participation rate,64.7
Canada,2021-09-01,25 to 54 years,Participation rate,88.1
Canada,2021-10-01,25 to 54 years,Participation rate,88.4
Canada,2021-11-01,25 to 54 years,Participation rate,88.6
Canada,2021-12-01,25 to 54 years,Participation rate,88.5
Canada,2022-01-01,25 to 54 years,Participation rate,88.3
Canada,2022-02-01,25 to 54 years,Participation rate,88.2
Canada,2022-03-01,25 to 54 years,Participation rate,88.1
Canada,2022-04-01,25 to 54 years,Participation rate,88.4
Canada,2022-05-01,25 to 54 years,Participation rate,88.7
Canada,2022-06-01,25 to 54 years,Participation rate,88.9
Canada,2022-07-01,25 to 54 years,Participation rate,88.7
Canada,2022-08-01,25 to 54 years,Participation rate,88.6
Canada,2022-09-01,25 to 54 years,Participation rate,88.5
Canada,2022-10-01,25 to 54 years,Participation rate,88.7
Canada,2022-11-01,25 to 54 years,Participation rate,88.7
Canada,2022-12-01,25 to 54 years,Participation rate,88.6
Canada,2023-01-01,25 to 54 years,Participation rate,88.5
Canada,2023-02-01,25 to 54 years,Participation rate,88.4
Canada,2023-03-01,25 to 54 years,Participation rate,88.5
Canada,2023-04-01,25 to 54 years,Participation rate,88.5
Canada,2023-05-01,25 to 54 years,Participation rate,88.7
Canada,2023-06-01,25 to 54 years,Participation rate,89
Canada,2023-07-01,25 to 54 years,Participation rate,89
Canada,2023-08-01,25 to 54 years,Participation rate,88.9
Canada,2023-09-01,25 to 54 years,Participation rate,88.8
Canada,2023-10-01,25 to 54 years,Participation rate,89
Canada,2023-11-01,25 to 54 years,Participation rate,89
Canada,2023-12-01,25 to 54 years,Participation rate,88.9
Canada,2024-01-01,25 to 54 years,Participation rate,88.7
Canada,2024-02-01,25 to 54 years,Participation rate,88.5
Canada,2024-03-01,25 to 54 years,Participation rate,88.6
Canada,2024-04-01,25 to 54 years,Participation rate,88.8
Canada,2024-05-01,25 to 54 years,Participation rate,88.9
Canada,2024-06-01,25 to 54 years,Participation rate,88.8
Canada,2024-07-01,25 to 54 years,Participation rate,88.5
Canada,2024-08-01,25 to 54 years,Participation rate,88.4
Canada,2024-09-01,25 to 54 years,Participation rate,88.4
Canada,2024-10-01,25 to 54 years,Participation rate,88.6
Canada,2024-11-01,25 to 54 years,Participation rate,88.6
Canada,2024-12-01,25 to 54 years,Participation rate,88.4
Canada,2025-01-01,25 to 54 years,Participation rate,88.4
Canada,2025-02-01,25 to 54 years,Participation rate,88.4
Canada,2025-03-01,25 to 54 years,Participation rate,88.5
Canada,2025-04-01,25 to 54 years,Participation rate,88.5
Canada,2025-05-01,25 to 54 years,Participation rate,88.5
Canada,2025-06-01,25 to 54 years,Participation rate,88.6
Canada,2025-07-01,25 to 54 years,Participation rate,88.4
Canada,2025-08-01,25 to 54 years,Participation rate,88.3
Canada,2025-09-01,25 to 54 years,Participation rate,88.3
Canada,2025-10-01,25 to 54 years,Participation rate,88.6
Canada,2025-11-01,25 to 54 years,Participation rate,88.6
Canada,2025-12-01,25 to 54 years,Participation rate,88.5
Canada,2026-01-01,25 to 54 years,Participation rate,88.2
Canada,2026-02-01,25 to 54 years,Participation rate,88
Canada,2026-03-01,25 to 54 years,Participation rate,87.9
Canada,2026-04-01,25 to 54 years,Participation rate,88.2
Canada,2026-05-01,25 to 54 years,Participation rate,88.4
Canada,2026-06-01,25 to 54 years,Participation rate,88.7
Canada,2026-07-01,25 to 54 years,Participation rate,88.6
Canada,2026-08-01,25 to 54 years,Participation rate,88.6
Ontario,2021-09-01,25 to 54 years,Participation rate,87.3
Ontario,2021-10-01,25 to 54 years,Participation rate,87.8
Ontario,2021-11-01,25 to 54 years,Participation rate,88.1
Ontario,2021-12-01,25 to 54 years,Participation rate,88.1
Ontario,2022-01-01,25 to 54 years,Participation rate,88
Ontario,2022-02-01,25 to 54 years,Participation rate,88
Ontario,2022-03-01,25 to 54 years,Participation rate,87.9
Ontario,2022-04-01,25 to 54 years,Participation rate,88.1
Ontario,2022-05-01,25 to 54 years,Participation rate,88.3
Ontario,2022-06-01,25 to 54 years,Participation rate,88.4
Ontario,2022-07-01,25 to 54 years,Participation rate,88
Ontario,2022-08-01,25 to 54 years,Participation rate,87.6
Ontario,2022-09-01,25 to 54 years,Participation rate,87.4
Ontario,2022-10-01,25 to 54 years,Participation rate,87.7
Ontario,2022-11-01,25 to 54 years,Participation rate,87.8
Ontario,2022-12-01,25 to 54 years,Participation rate,87.8
Ontario,2023-01-01,25 to 54 years,Participation rate,87.9
Ontario,2023-02-01,25 to 54 years,Participation rate,87.9
Ontario,2023-03-01,25 to 54 years,Participation rate,88
Ontario,2023-04-01,25 to 54 years,Participation rate,87.9
Ontario,2023-05-01,25 to 54 years,Participation rate,88
Ontario,2023-06-01,25 to 54 years,Participation rate,88.3
Ontario,2023-07-01,25 to 54 years,Participation rate,88.3
Ontario,2023-08-01,25 to 54 years,Participation rate,88.2
Ontario,2023-09-01,25 to 54 years,Participation rate,88.1
Ontario,2023-10-01,25 to 54 years,Participation rate,88.4
Ontario,2023-11-01,25 to 54 years,Participation rate,88.6
Ontario,2023-12-01,25 to 54 years,Participation rate,88.4
Ontario,2024-01-01,25 to 54 years,Participation rate,88.2
Ontario,2024-02-01,25 to 54 years,Participation rate,88.1
Ontario,2024-03-01,25 to 54 years,Participation rate,88.2
Ontario,2024-04-01,25 to 54 years,Participation rate,88.4
Ontario,2024-05-01,25 to 54 years,Participation rate,88.5
Ontario,2024-06-01,25 to 54 years,Participation rate,88.5
Ontario,2024-07-01,25 to 54 years,Participation rate,88.2
Ontario,2024-08-01,25 to 54 years,Participation rate,88.1
Ontario,2024-09-01,25 to 54 years,Participation rate,88.2
Ontario,2024-10-01,25 to 54 years,Participation rate,88.2
Ontario,2024-11-01,25 to 54 years,Participation rate,88.1
Ontario,2024-12-01,25 to 54 years,Participation rate,87.6
Ontario,2025-01-01,25 to 54 years,Participation rate,87.6
Ontario,2025-02-01,25 to 54 years,Participation rate,87.6
Ontario,2025-03-01,25 to 54 years,Participation rate,87.9
Ontario,2025-04-01,25 to 54 years,Participation rate,87.8
Ontario,2025-05-01,25 to 54 years,Participation rate,87.8
Ontario,2025-06-01,25 to 54 years,Participation rate,87.9
Ontario,2025-07-01,25 to 54 years,Participation rate,87.9
Ontario,2025-08-01,25 to 54 years,Participation rate,87.6
Ontario,2025-09-01,25 to 54 years,Participation rate,87.4
Ontario,2025-10-01,25 to 54 years,Participation rate,87.6
Ontario,2025-11-01,25 to 54 years,Participation rate,87.7
Ontario,2025-12-01,25 to 54 years,Participation rate,87.5
Ontario,2026-01-01,25 to 54 years,Participation rate,87.2
Ontario,2026-02-01,25 to 54 years,Participation rate,87.1
Ontario,2026-03-01,25 to 54 years,Participation rate,87
Ontario,2026-04-01,25 to 54 years,Participation rate,87.4
Ontario,2026-05-01,25 to 54 years,Participation rate,87.7
Ontario,2026-06-01,25 to 54 years,Participation rate,88
Ontario,2026-07-01,25 to 54 years,Participation rate,87.8
Ontario,2026-08-01,25 to 54 years,Participation rate,87.8
Region,2021-09-01,25 to 54 years,Participation rate,87.7
Region,2021-10-01,25 to 54 years,Participation rate,88.3
Region,2021-11-01,25 to 54 years,Participation rate,89.3
Region,2021-12-01,25 to 54 years,Participation rate,89.1
Region,2022-01-01,25 to 54 years,Participation rate,88.7
Region,2022-02-01,25 to 54 years,Participation rate,88.2
Region,2022-03-01,25 to 54 years,Participation rate,87.9
Region,2022-04-01,25 to 54 years,Participation rate,88.1
Region,2022-05-01,25 to 54 years,Participation rate,88.1
Region,2022-06-01,25 to 54 years,Participation rate,88.3
Region,2022-07-01,25 to 54 years,Participation rate,88.6
Region,2022-08-01,25 to 54 years,Participation rate,89
Region,2022-09-01,25 to 54 years,Participation rate,89.2
Region,2022-10-01,25 to 54 years,Participation rate,89.4
Region,2022-11-01,25 to 54 years,Participation rate,89.7
Region,2022-12-01,25 to 54 years,Participation rate,90
Region,2023-01-01,25 to 54 years,Participation rate,89
Region,2023-02-01,25 to 54 years,Participation rate,87.6
Region,2023-03-01,25 to 54 years,Participation rate,86.4
Region,2023-04-01,25 to 54 years,Participation rate,86.2
Region,2023-05-01,25 to 54 years,Participation rate,86.5
Region,2023-06-01,25 to 54 years,Participation rate,87.1
Region,2023-07-01,25 to 54 years,Participation rate,87.6
Region,2023-08-01,25 to 54 years,Participation rate,88.3
Region,2023-09-01,25 to 54 years,Participation rate,88.5
Region,2023-10-01,25 to 54 years,Participation rate,88.8
Region,2023-11-01,25 to 54 years,Participation rate,88.5
Region,2023-12-01,25 to 54 years,Participation rate,88.4
Region,2024-01-01,25 to 54 years,Participation rate,88.1
Region,2024-02-01,25 to 54 years,Participation rate,87.8
Region,2024-03-01,25 to 54 years,Participation rate,87.7
Region,2024-04-01,25 to 54 years,Participation rate,88.1
Region,2024-05-01,25 to 54 years,Participation rate,88.2
Region,2024-06-01,25 to 54 years,Participation rate,88
Region,2024-07-01,25 to 54 years,Participation rate,87.8
Region,2024-08-01,25 to 54 years,Participation rate,88.3
Region,2024-09-01,25 to 54 years,Participation rate,88.6
Region,2024-10-01,25 to 54 years,Participation rate,88.9
Region,2024-11-01,25 to 54 years,Participation rate,89.5
Region,2024-12-01,25 to 54 years,Participation rate,89.6
Region,2025-01-01,25 to 54 years,Participation rate,89.9
Region,2025-02-01,25 to 54 years,Participation rate,89.4
Region,2025-03-01,25 to 54 years,Participation rate,89.7
Region,2025-04-01,25 to 54 years,Participation rate,90
Region,2025-05-01,25 to 54 years,Participation rate,90.2
Region,2025-06-01,25 to 54 years,Participation rate,89.4
Region,2025-07-01,25 to 54 years,Participation rate,88.4
Region,2025-08-01,25 to 54 years,Participation rate,87.9
Region,2025-09-01,25 to 54 years,Participation rate,87.2
Region,2025-10-01,25 to 54 years,Participation rate,87.6
Region,2025-11-01,25 to 54 years,Participation rate,87
Region,2025-12-01,25 to 54 years,Participation rate,87.9
Region,2026-01-01,25 to 54 years,Participation rate,87.2
Region,2026-02-01,25 to 54 years,Participation rate,87.2
Region,2026-03-01,25 to 54 years,Participation rate,87
Region,2026-04-01,25 to 54 years,Participation rate,87.8
Region,2026-05-01,25 to 54 years,Participation rate,88.5
Region,2026-06-01,25 to 54 years,Participation rate,89.3
Region,2026-07-01,25 to 54 years,Participation rate,89.4
Region,2026-08-01,25 to 54 years,Participation rate,89.9
Canada,2021-09-01,55 to 64 years,Participation rate,68.1
Canada,2021-10-01,55 to 64 years,Participation rate,68.4
Canada,2021-11-01,55 to 64 years,Participation rate,68.2
Canada,2021-12-01,55 to 64 years,Participation rate,67.7
Canada,2022-01-01,55 to 64 years,Participation rate,67
Canada,2022-02-01,55 to 64 years,Participation rate,66.7
Canada,2022-03-01,55 to 64 years,Participation rate,66.7
Canada,2022-04-01,55 to 64 years,Participation rate,66.9
Canada,2022-05-01,55 to 64 years,Participation rate,66.9
Canada,2022-06-01,55 to 64 years,Participation rate,66.5
Canada,2022-07-01,55 to 64 years,Participation rate,66.1
Canada,2022-08-01,55 to 64 years,Participation rate,65.9
Canada,2022-09-01,55 to 64 years,Participation rate,66.3
Canada,2022-10-01,55 to 64 years,Participation rate,66.8
Canada,2022-11-01,55 to 64 years,Participation rate,67
Canada,2022-12-01,55 to 64 years,Participation rate,66.9
Canada,2023-01-01,55 to 64 years,Participation rate,66.8
Canada,2023-02-01,55 to 64 years,Participation rate,67.1
Canada,2023-03-01,55 to 64 years,Participation rate,67.6
Canada,2023-04-01,55 to 64 years,Participation rate,67.9
Canada,2023-05-01,55 to 64 years,Participation rate,68.1
Canada,2023-06-01,55 to 64 years,Participation rate,68
Canada,2023-07-01,55 to 64 years,Participation rate,67.7
Canada,2023-08-01,55 to 64 years,Participation rate,67.4
Canada,2023-09-01,55 to 64 years,Participation rate,67.4
Canada,2023-10-01,55 to 64 years,Participation rate,67.8
Canada,2023-11-01,55 to 64 years,Participation rate,68.1
Canada,2023-12-01,55 to 64 years,Participation rate,68.3
Canada,2024-01-01,55 to 64 years,Participation rate,68
Canada,2024-02-01,55 to 64 years,Participation rate,67.9
Canada,2024-03-01,55 to 64 years,Participation rate,67.9
Canada,2024-04-01,55 to 64 years,Participation rate,68.2
Canada,2024-05-01,55 to 64 years,Participation rate,68.4
Canada,2024-06-01,55 to 64 years,Participation rate,68.4
Canada,2024-07-01,55 to 64 years,Participation rate,67.8
Canada,2024-08-01,55 to 64 years,Participation rate,67.3
Canada,2024-09-01,55 to 64 years,Participation rate,67.1
Canada,2024-10-01,55 to 64 years,Participation rate,67.7
Canada,2024-11-01,55 to 64 years,Participation rate,67.9
Canada,2024-12-01,55 to 64 years,Participation rate,68
Canada,2025-01-01,55 to 64 years,Participation rate,67.8
Canada,2025-02-01,55 to 64 years,Participation rate,67.5
Canada,2025-03-01,55 to 64 years,Participation rate,67.5
Canada,2025-04-01,55 to 64 years,Participation rate,67.4
Canada,2025-05-01,55 to 64 years,Participation rate,67.7
Canada,2025-06-01,55 to 64 years,Participation rate,67.8
Canada,2025-07-01,55 to 64 years,Participation rate,67.2
Canada,2025-08-01,55 to 64 years,Participation rate,66.9
Canada,2025-09-01,55 to 64 years,Participation rate,66.8
Canada,2025-10-01,55 to 64 years,Participation rate,67.6
Canada,2025-11-01,55 to 64 years,Participation rate,67.8
Canada,2025-12-01,55 to 64 years,Participation rate,68.1
Canada,2026-01-01,55 to 64 years,Participation rate,68.1
Canada,2026-02-01,55 to 64 years,Participation rate,68.2
Canada,2026-03-01,55 to 64 years,Participation rate,68.2
Canada,2026-04-01,55 to 64 years,Participation rate,68.2
Canada,2026-05-01,55 to 64 years,Participation rate,68.5
Canada,2026-06-01,55 to 64 years,Participation rate,68.5
Canada,2026-07-01,55 to 64 years,Participation rate,68
Canada,2026-08-01,55 to 64 years,Participation rate,67.4
Ontario,2021-09-01,55 to 64 years,Participation rate,68.8
Ontario,2021-10-01,55 to 64 years,Participation rate,69.2
Ontario,2021-11-01,55 to 64 years,Participation rate,69.5
Ontario,2021-12-01,55 to 64 years,Participation rate,69.4
Ontario,2022-01-01,55 to 64 years,Participation rate,68.9
Ontario,2022-02-01,55 to 64 years,Participation rate,68.2
Ontario,2022-03-01,55 to 64 years,Participation rate,67.8
Ontario,2022-04-01,55 to 64 years,Participation rate,67.7
Ontario,2022-05-01,55 to 64 years,Participation rate,67.4
Ontario,2022-06-01,55 to 64 years,Participation rate,66.8
Ontario,2022-07-01,55 to 64 years,Participation rate,66.5
Ontario,2022-08-01,55 to 64 years,Participation rate,66.5
Ontario,2022-09-01,55 to 64 years,Participation rate,67.2
Ontario,2022-10-01,55 to 64 years,Participation rate,67.7
Ontario,2022-11-01,55 to 64 years,Participation rate,67.8
Ontario,2022-12-01,55 to 64 years,Participation rate,67.5
Ontario,2023-01-01,55 to 64 years,Participation rate,67.2
Ontario,2023-02-01,55 to 64 years,Participation rate,67.2
Ontario,2023-03-01,55 to 64 years,Participation rate,67.7
Ontario,2023-04-01,55 to 64 years,Participation rate,68.3
Ontario,2023-05-01,55 to 64 years,Participation rate,68.7
Ontario,2023-06-01,55 to 64 years,Participation rate,68.5
Ontario,2023-07-01,55 to 64 years,Participation rate,68.3
Ontario,2023-08-01,55 to 64 years,Participation rate,68
Ontario,2023-09-01,55 to 64 years,Participation rate,68.1
Ontario,2023-10-01,55 to 64 years,Participation rate,68.4
Ontario,2023-11-01,55 to 64 years,Participation rate,68.6
Ontario,2023-12-01,55 to 64 years,Participation rate,68.4
Ontario,2024-01-01,55 to 64 years,Participation rate,68
Ontario,2024-02-01,55 to 64 years,Participation rate,68.2
Ontario,2024-03-01,55 to 64 years,Participation rate,68.6
Ontario,2024-04-01,55 to 64 years,Participation rate,68.9
Ontario,2024-05-01,55 to 64 years,Participation rate,69.1
Ontario,2024-06-01,55 to 64 years,Participation rate,68.8
Ontario,2024-07-01,55 to 64 years,Participation rate,67.9
Ontario,2024-08-01,55 to 64 years,Participation rate,67.2
Ontario,2024-09-01,55 to 64 years,Participation rate,66.9
Ontario,2024-10-01,55 to 64 years,Participation rate,67.5
Ontario,2024-11-01,55 to 64 years,Participation rate,67.7
Ontario,2024-12-01,55 to 64 years,Participation rate,67.9
Ontario,2025-01-01,55 to 64 years,Participation rate,68
Ontario,2025-02-01,55 to 64 years,Participation rate,68.1
Ontario,2025-03-01,55 to 64 years,Participation rate,67.9
Ontario,2025-04-01,55 to 64 years,Participation rate,67.5
Ontario,2025-05-01,55 to 64 years,Participation rate,67.2
Ontario,2025-06-01,55 to 64 years,Participation rate,67.2
Ontario,2025-07-01,55 to 64 years,Participation rate,66.8
Ontario,2025-08-01,55 to 64 years,Participation rate,66.7
Ontario,2025-09-01,55 to 64 years,Participation rate,66.9
Ontario,2025-10-01,55 to 64 years,Participation rate,67.8
Ontario,2025-11-01,55 to 64 years,Participation rate,68.5
Ontario,2025-12-01,55 to 64 years,Participation rate,69.1
Ontario,2026-01-01,55 to 64 years,Participation rate,68.9
Ontario,2026-02-01,55 to 64 years,Participation rate,69
Ontario,2026-03-01,55 to 64 years,Participation rate,68.5
Ontario,2026-04-01,55 to 64 years,Participation rate,68.8
Ontario,2026-05-01,55 to 64 years,Participation rate,68.9
Ontario,2026-06-01,55 to 64 years,Participation rate,68.7
Ontario,2026-07-01,55 to 64 years,Participation rate,68.1
Ontario,2026-08-01,55 to 64 years,Participation rate,67.4
Region,2021-09-01,55 to 64 years,Participation rate,70.9
Region,2021-10-01,55 to 64 years,Participation rate,71.2
Region,2021-11-01,55 to 64 years,Participation rate,70.8
