geo,date,percent,percent_lower,percent_upper
Ontario,2025-03-01,2.0803372179518886,1.1594019958583104,3.001272440045467
Ontario,2025-04-01,1.6470675520272815,0.728535136030595,2.565599968023968
Ontario,2025-05-01,1.0431419880044812,0.12829741229271796,1.9579865637162444
Ontario,2025-06-01,0.7284385863623566,-0.18404602815565818,1.6409232008803714
Ontario,2025-07-01,0.5697831148143706,-0.33562850407008005,1.4751947336988214
Ontario,2025-08-01,0.4640626913187118,-0.4406837543426084,1.368809136980032
Ontario,2025-09-01,0.2358577032592457,-0.6671307509215463,1.1388461574400377
Ontario,2025-10-01,0.3641028773901711,-0.5387090502432826,1.266914805023625
Ontario,2025-11-01,0.6230605712610249,-0.279652090516775,1.5257732330388247
Ontario,2025-12-01,0.8964666511963149,-0.00599243031815222,1.798925732710782
Ontario,2026-01-01,0.49477802015669425,-0.41764412797728623,1.4072001682906747
Ontario,2026-02-01,0.015795868772783273,-0.8939322504183475,0.925523987963914
Ontario,2026-03-01,-0.31091355145860256,-1.2202218199303903,0.5983947170131851
Ontario,2026-04-01,0.014598007372002009,-0.8962035960905242,0.9253996108345283
Ontario,2026-05-01,0.5277655891960498,-0.3848011336530318,1.4403323120451312
Ontario,2026-06-01,0.8560975609756216,-0.05695883182230588,1.7691539537735492
Ontario,2026-07-01,1.0746268656716573,0.1218085533579426,2.027445177985372
Ontario,2026-08-01,1.1761264610171906,0.2230062160032582,2.129246706031123
Region,2021-09-01,8.361429534726895,2.4802159600787235,14.242643109375067
Region,2021-10-01,7.821782178217829,2.0647922566315318,13.578772099804127
Region,2021-11-01,7.859694706073417,2.1943230066883954,13.525066405458439
Region,2021-12-01,6.925296569413275,1.3325811277952955,12.518012011031255
Region,2022-01-01,6.513409961685834,0.6935935324960196,12.333226390875648
Region,2022-02-01,5.678934010152292,-0.10395464981677449,11.461822670121359
Region,2022-03-01,5.072463768115942,-0.6703418576630433,10.815269393894928
Region,2022-04-01,3.6516853932584414,-2.0373486442641866,9.34071943078107
Region,2022-05-01,4.0000000000000036,-1.6961453300695277,9.696145330069534
